start	end	text
259360	265200	The three then saw dripping of blood from the back of Woodrow's neck, staining his shirt.
265200	271160	Ash Hornbeam got lost in the woods, saw Tree with a bright light shining from a forearm
271160	277320	sized hollow, and avoided a hidden tripwire before sticking his arm right on in that there
277320	279280	tree hollow.
279280	283260	This was a pretty alarming decision.
283260	286720	He seems to have risked his life with this one.
286720	291520	He'll have to take on any monsters in the woods single-handedly.
291520	292520	You hear that?
292520	300560	That's the sound of one hand clapping for Blue False Indigo with Moon Dance.
301160	305360	She runs.
305360	307360	She runs.
307360	309360	She runs.
309360	311360	She runs.
311360	313360	She runs.
313360	316360	The sun.
316360	318360	The sun.
318360	327360	The sun is sleeping soon.
327360	329360	She knows.
329560	344560	She knows that the time has come to dance beneath the, dance beneath the shadow of the
344560	354560	moon.
354560	357560	I'm just like, uh, dude, did you know that you're bleeding out of your head?
357760	359760	Oh, goodness gracious.
359760	364760	I lent my first aid kit to some nice young gentleman earlier and I wish they would have
364760	365760	left it with me.
365760	370760	So I actually have a first aid kit in my Lamborghini.
370760	377760	I call it my Lamborghini.
377760	380760	I could patch you up if you let me use your machete.
380760	383760	Oh, that is an interesting trade proposition.
383960	389960	I will give you a roll of persuasion with a plus 40 since you're trading such an enticing
389960	393960	offer.
393960	395960	25 on a 60.
395960	397960	Congratulations for passing.
397960	400960	I will absolutely take you up on that offer.
400960	404960	So he grabs the machete off the back wall and he hands it to you.
404960	408960	Now, I'm really hoping that you never use this.
408960	410960	I'll use it if I want to use it, but thank you.
411160	414160	If there's any brush in your way, it's likely to be mint there.
414160	415160	All right.
415160	416160	Yeah.
416160	417160	I'm going to file that away.
417160	418160	Okay.
418160	432160	So I go grab my first aid kit from my Lamborghini and I also grab one extra vial for his blood.
432160	433160	Interesting.
433160	434160	All right.
434160	436160	So as you patch him up, are you taking a sample of this blood?
436160	437160	He can't tell though.
437160	438160	It's on the back of his neck.
438160	439160	All right.
439360	440360	I'm going to do it for me.
440360	441360	10%.
441360	442360	All right.
442360	443360	A three.
443360	444360	Wow.
444360	445360	That's dope.
445360	446360	Means good.
446360	447360	Yeah.
447360	448360	Dope means good, Allie.
448360	449360	Unless it's drugs, which are also good.
449360	450360	Just kidding.
450360	451360	Don't you judge?
451360	452360	Yeah.
452360	453360	We're an anti-drug podcast.
453360	454360	Everybody knows that.
454360	455360	For all the 13 year olds and below.
455360	456360	Also the ones about drugs.
456360	457360	The ones about drugs.
457360	458360	I'm just kidding.
458360	459360	I'm just kidding.
459360	460360	I'm just kidding.
460360	461360	I'm just kidding.
461360	462360	I'm just kidding.
462360	463360	I'm just kidding.
463360	464360	I'm just kidding.
464360	465360	I'm just kidding.
465360	466360	I'm just kidding.
466360	467360	I'm just kidding.
467360	468360	I'm just kidding.
468560	469560	We're also the ones above 13.
469560	470560	Yeah.
470560	473560	I was going to say, I think our main listener group is like 45-ish.
473560	474560	Don't do drugs, dads.
474560	476560	If you're 14, you're in.
476560	478560	If you're 14, you're in.
478560	479560	Yeah.
479560	483560	Dads, wait till your kids are 14 until you start doing drugs again.
483560	486560	Taylor's coughing like so much.
486560	488560	It's like she's trying to sabotage us.
488560	492560	I'm just like trying to make this about me.
492560	494560	All righty.
494760	501760	So, with all of that taken care of, what are you bringing with you into the woods?
501760	503560	Did you bring any camping gear?
503560	507160	Were you planning on spending the night or are you just out here to do this and then
507160	508160	go back home?
508160	509160	We have some blankets.
509160	514360	I was told that this was a sleepover at Shadow's, so I just have my footie pajamas and my sleeping
514360	515360	bag.
515360	516360	I have no other thing.
516360	517360	And my toothbrush, obviously.
517360	518360	Obviously.
518360	521560	I have a lighter, obviously, and cigarettes, and a pocket knife.
521560	522560	Naturally.
522560	523560	Notch.
523960	534660	I have some crystals and a first aid kit, and I would definitely have other helpful
534660	535960	and useful items.
535960	540160	Well, you would certainly have the left pinky of a deceased squirrel.
540160	541160	Correct.
541160	542160	A...
542160	543160	A vial of my own blood.
543160	544160	Correct.
544160	547160	A vial of Woodrow's blood.
548160	555460	A bucket full of the soil from underneath a calf that was menstruating.
555460	556460	That's correct.
556460	557460	And...
557460	558460	Some bird poop.
558460	559460	Peat.
559460	560460	Yes.
560460	561460	Some strained out bird urine.
561460	562960	Did we use a sieve?
562960	563960	Yeah.
563960	564960	100%.
564960	565960	Yes.
565960	568360	Is Judy into gold digging?
568360	569360	Is that what a sieve is?
569360	570360	I don't know what a sieve is.
570360	575360	A sieve is not for gold digging.
575360	576360	Okay.
577360	581360	And I'll leave it at that.
581360	582360	Okay, so sifter...
582360	583960	Alright, let's get you guys into the woods.
583960	587660	You take everything that you brought with you into the woods, and you head down to a
587660	590360	designated camping spot.
590360	596460	The camp spots in the Woods of Contention traditionally have wood and a fire pit built
596460	601660	up and ready to go for each individual spot to make it easy for anyone who's spending
601660	604360	time there to immediately start a fire.
604360	610160	However, when you get to yours, you see that there are no rocks surrounding your fire
610160	611160	pit.
611160	612160	There's plenty of wood.
612160	614260	However, no rocks to speak of.
614260	619560	So if you were to start a fire, you think it might catch the woods on fire.
619560	620560	All of them.
620560	621760	Judy's very concerned about that.
621760	626060	I'm just going to start looking around for some bigger rocks to see if I can make some
626060	627060	kind of barrier.
627060	633260	Well, I just normally want to understand the soil below me because I don't really feel
633260	639060	like I can be a part of our ritual unless we're all in this together, meaning the earth
639060	642060	and the trees and the sky and the moon.
642060	652060	So I'm doing a little bit of swaying in the wind.
652060	653460	And Judy, what is Judy doing?
653460	655060	Just staring at where rocks were?
655060	660660	Yeah, Judy's just desperately looking for something to cling to as far as emotion.
660660	662960	She's really terrified already.
662960	665960	She's coming to grips with the fact that she's going to be out in the dark.
665960	667960	And Liz is already left to go look for rocks.
667960	668960	Yeah, Liz is gone.
668960	672360	So yeah, Judy's just standing around looking for comfort.
672360	675360	And I keep being like, Judy, sway with me.
675360	676360	Shadow?
676360	680360	Maybe we should just find a nice place to brush our teeth?
680360	683160	Maybe in a pond somewhere that is nice?
683160	685360	You're going to brush your teeth with pond water?
685360	686360	Oh, you're right.
686360	687360	Why would I do that?
687360	688360	That's so stupid.
688760	692760	Maybe we should go look for your mom, Judy.
692760	697160	Okay, Shadow, I really need you to stop saying that because you know how nervous that makes
697160	698960	me think that my mom is out here.
698960	702660	Someone definitely stole her car like Elizabeth said.
702660	705360	From like forever away, I'm like, Judy, your mom's fine.
705360	706360	Yeah, you're right.
706360	708360	Anything you say is right and always.
718360	731960	Lindsay, Liz is walking up out of your little camping spot and looking for these big rocks.
731960	737260	So first, I am going to request a sanity roll.
737260	738260	First one.
738260	739260	That means something's coming.
739260	740400	You've played D&D before.
740400	742360	You ain't rolled a sanity check.
742360	743360	Oh, fuck.
743360	744360	What'd you roll?
744360	747360	If I roll a double zero and eight, that's 100.
747360	748360	That's a pass.
748360	749360	All right, all right, all right.
749360	750360	So you rolled an eight.
750360	751360	I rolled an eight.
751360	752360	Yes.
752360	753960	Under your sanity, which your sanity is?
753960	755960	My sanity is 50.
755960	762660	Okay, so you're going to change your current sanity to 49 because you lose one sanity as
762660	767820	the world around you begins to kind of warp and change.
767820	772580	You were just looking through these woods for rocks and you could not find any and then
772580	776760	all of a sudden you are seemingly standing in a different spot in the woods.
776760	777760	All right.
777760	781760	Roll a surge for me.
781760	782760	21.
782760	783760	On?
783760	784760	On.
784760	785760	A 50.
785760	786760	Oh, congratulations.
786760	787760	All right, thank you.
787760	790480	So you're going to find a couple of things.
790480	797100	So you turn back and you don't recognize the path that you just took to walk out here,
797100	803240	but looking forward, you do see a few rocks, big rocks, and next to them, even bigger rocks.
803240	810640	And these bigger rocks have a cleavage that you can see right over.
810640	821820	And you see there's an extremely fit man in his mid 40s and he is bald and he has a super
821820	830280	cut jaw line, like a big jaw line with some one day scruff, single day scruff.
830320	836960	And he is walking around in circles with his hands just like waving all about and he seems
836960	839280	to be like talking to himself.
854280	856080	Judy Krinklehoff.
856080	857360	Hello.
857360	863800	You are standing near Shadow who is swaying and staring up at the moon and digging her
863800	870800	toes into the dirt beneath trying to become a moon baby.
870800	871800	A maybe.
871800	872800	A maybe.
872800	873800	Is what it's called.
873800	874800	If you won't.
874800	881160	And as that happens, I need you to roll a sanity check at a negative 40.
881160	882160	What is your sanity?
882160	883720	My sanity is at a 40.
883720	884720	Oh, right.
885080	887960	So if you roll a zero zero one, that would be a success.
887960	890640	But if your dice match, then it'll be a critical failure.
890640	893400	Sounds great.
893400	894400	I rolled a 98.
894400	899000	Oh my God, that's incredible.
899000	900120	So that's terrible.
900120	901120	And you failed miserably.
901120	902120	Cool.
902120	906680	I'm going to need you to roll a D six, which is the normal die in order to see how much
906680	908280	sanity you lose.
908280	909280	Okay.
909280	910640	I roll a five.
910640	911640	Okay.
911640	914760	You're going to go batshit crazy.
914760	921280	So when you lose five or more sanity in one go, you automatically will have a bout of
921280	924960	insanity is how we're going to play it for this little story.
924960	930040	That means that you will either have a faint, flight, or flight.
930040	931480	Did I say flight twice?
931480	932480	Who knows?
932480	936320	Flight, fight, or faint are the three options for your character.
936320	941160	So let's rank them in most to least likely for Judy.
941160	944960	So what would be the most likely thing for Judy to do in this situation?
944960	945960	Judy would faint.
945960	946960	Faint.
946960	949840	So if you roll a one, two, or three on the D six, then Judy will faint.
949840	953240	And what would be the second most likely flight that makes sense.
953240	956120	So if you roll four or five, she'll run away.
956120	959280	And then if you roll a six, she will get extremely aggressive.
959280	960280	Okay.
960280	961280	Sounds great.
961280	962520	Go ahead and roll that D six.
962520	964840	I got a five.
964840	970920	So Judy is going to freak out and take off running, but you look over and you see shadow
971320	978160	swaying and her swaying begins to become one with the trees behind her and the trees are
978160	985520	swaying and then the ground starts moving from underneath you and you lose touch with
985520	991920	your own sense of direction and the sky above you turns into the ground and everything is
991920	997440	upside down and the ground underneath you is above you in the sky and your feet are
997440	1005760	on top of your head playing patty cake with your hands and you cannot tell what is reality
1005760	1009320	and you need to get away from this place.
1009320	1011320	So won't Taylor come back in?
1027440	1033560	Hey Taylor, Hey.
1033560	1041920	So shadow is swaying in the wind and trying to become a maybe a maybe a moon baby.
1041920	1042920	Yeah.
1042920	1043920	Mm hmm.
1043920	1044920	Yeah.
1044920	1045920	That's a term I made up and I knew it already.
1045920	1046920	Yep.
1046920	1047920	Yep.
1047920	1048920	Everyone knew it.
1048920	1049920	Duh.
1049920	1052880	You look over and you see Judy and Judy doesn't look like Judy.
1052880	1053880	Like her normal.
1053880	1054880	Judy.
1054880	1055880	Hey Judy.
1055880	1056880	Hi.
1056880	1057880	How are you doing?
1057880	1058880	Don't talk to me.
1058880	1059880	You look like a tree.
1059880	1061360	How long have you been a tree?
1061360	1067240	I mean in spirit I've always seen myself more like a pebble but like a tree is strong and
1067240	1068240	powerful too.
1068240	1069240	So I'll take it.
1069240	1070240	Stop talking to me.
1070240	1071240	Oh my God.
1071240	1072240	I can't do this anymore.
1072240	1073240	I have to go right now.
1073240	1074240	Oh my God.
1074240	1075240	I have to run to safety.
1075240	1076240	Wait.
1076240	1077240	Where is safety?
1077240	1078240	I don't know.
1078240	1079240	Just don't talk to me.
1079240	1080240	You're a freaking tree.
1080240	1081240	And then Judy runs off into the woods.
1081240	1082720	I sigh heavily.
1082720	1085480	I say pardon me moon.
1085480	1086480	Just give me a minute.
1086480	1088280	I grab the machete and I run after her.
1088280	1092000	I should also add that Judy has put on her footie pajamas at this point.
1092000	1093280	Oh of course.
1093280	1095160	So she's wearing those as she's running off.
1095160	1097040	Does she have her toothbrush in her hand?
1097040	1098040	Oh it's in her pocket.
1098040	1099040	In her hand.
1099040	1100040	Oh and cute.
1100040	1103040	It's a zip up pocket so it'll stay in no matter what.
1112720	1120240	Shadow.
1120240	1124260	You were talking to Judy and she called you a tree.
1124260	1126120	If you were a tree what kind of tree would you be?
1126120	1130480	I would be a strong cherry oak elm.
1130480	1131480	Wow.
1131480	1133980	And suicide.
1133980	1134980	Tree form.
1134980	1135980	All mixed together.
1135980	1139160	For those of you who don't know.
1139160	1141160	What do you do when Judy just takes off running?
1141160	1144520	I'm used to Judy being a little bit erratic.
1144520	1148260	I'm also up for a little bit of adventure in the night.
1148260	1153120	I just sort of assume that like the forest will take us where it wants to take us.
1153120	1157960	And so I follow suit to find our destiny.
1157960	1163240	Oh okay so are you going to follow her in the same direction at the same clip or are
1163240	1164380	you just walking?
1164380	1165800	How are you doing about this?
1165800	1168800	I would say it's somewhere in between.
1168800	1170760	I'm definitely not walking.
1170760	1175160	I'm kind of I'm like leaping through the forest.
1175160	1176200	I love it.
1176200	1181360	And I have like these attached veils they attach to my thumb and they're almost like
1181360	1184440	these wings but just of like meshy material.
1184440	1185440	What?
1185440	1191120	So when I leap through it's almost like I'm a dancer but they kind of like float like
1191120	1207560	little ribbons out.
1207560	1208560	Lindsay.
1208560	1209560	Yes.
1209560	1214880	Liz is standing at a bit of a clearing here and she's looking at these big rocks and in
1214880	1221600	between a nice cleavage of rocks you have seen this man who is waving his arms about
1221600	1229680	and talking to himself and he is bald and has some scruff and a big jawline seems to
1229680	1236800	be in his mid-40s and I need you to roll an alertness check for me.
1236800	1241400	49 on a 50.
1241400	1243360	Congratulations.
1243360	1245640	So you're gonna see a couple things.
1245640	1251480	The first thing you are going to see is that the trees directly in the area that seemed
1251480	1259720	to be making a circle around this clearing all have a very specific sigil carved into
1259720	1260720	them.
1260720	1265760	It is like a single line with three lines coming off the top and two lines coming off
1265760	1271600	the bottom and it looks like kind of a like a branch of some sort and you would also notice
1271600	1278400	inside the clearing where this man is he is surrounded in a circle of a white substance.
1278400	1282840	Are we talking like coke or like liquid white?
1282840	1283840	Not liquid.
1283840	1284840	All right.
1284840	1295080	I know we were both thinking milk but it is a powder of some sort so that is what you
1295080	1296080	see.
1296080	1297520	What action would you like to take here?
1297520	1301200	I think as Liz, okay Liz.
1301200	1302200	You do think as Liz.
1302200	1306800	I think as Liz, yeah that's not how I'm thinking.
1306800	1310360	I think I'm gonna try and get the fuck out of there I don't think I'm gonna want to mess
1310360	1311360	with any of it.
1311360	1315320	Okay then let's roll a check against each other real quick you're gonna roll stealth
1315320	1321080	I'm gonna roll his alertness and we'll see if he sees you.
1321080	1324000	Okay all right I'm ready I'm rolling for stealth.
1324000	1325000	That is correct.
1325000	1328200	85 on a 50.
1328200	1330120	That is a fail.
1330120	1337360	That is a fail and so you are staring at him and then you take a step backward and just
1337360	1341720	crunch down on a big old stick, crack!
1341720	1346200	And it echoes throughout this little clearing that he's in and he immediately looks over
1346200	1352920	makes direct eye contact with you and he's waving you forward and he wants you to he
1352920	1356800	wants you to join him and he's like oh you gotta get around from over there you know
1356800	1363520	you gotta use a bit of my shiver in the woods you know it's not gonna find you if you didn't.
1363520	1369160	All right Liz finds this guy attractive so I mean he's talking to me now I'm gonna go
1369160	1376240	towards him okay okay probably mistake you are approaching the white powdery line and
1376240	1381920	he's like oh hey if we're gonna stop before you touch on it if you don't you step right
1381920	1386640	over it instead of messing but all right she steps over it and walks over to him and he
1386640	1391760	immediately like runs up to you and is and is like what are you doing out here if it's
1391760	1395040	not a problem in the night it's the sky's about to turn.
1395040	1397400	What the fuck are you doing out here also where are you from?
1397400	1401260	I you know across the sea came over for a bit of business but a lot of shit's happened
1401260	1406160	since then you gotta keep safe gotta keep safe there's nothing about the fish out here
1406160	1410640	so we gotta find it if it's not here then she can't find us and and if she can't find
1410640	1411640	us then it's safe so.
1411640	1413560	Who is she what are you talking about?
1413560	1414560	The lady in the wood.
1414560	1415560	Oh fuck.
1415560	1420920	Oh fuck is right oh fuck is damn right if you can't come around here yeah I've set up
1420920	1425560	a bit of a perimeter so if you stay here with me you're gonna be safe but if you leave it's
1425560	1426860	over.
1426860	1433100	And he walks back towards his campsite and you see on the back of his neck he has a tattoo
1433100	1439720	and it is like a stylized H so the two sides are kind of like curved in so it'd be like
1439720	1444960	a backwards C and then a normal C with a line going through the middle of them.
1445440	1451240	He doesn't have much with him he's set up like a little camp but he doesn't even have
1451240	1452720	like a bag with him.
1452720	1454960	Is his camp like within the circle of this white powder?
1454960	1460840	Yes and the circle of white powder is probably 50 feet diameter 25 feet radius.
1460840	1465880	Can I can I ask you do I trust this person?
1465880	1467520	Go ahead and roll humant.
1467520	1477200	I got a 41 on a oh shit.
1477200	1478680	That's a fail I bet.
1478680	1480800	Yeah I mean it's marked out so.
1480800	1481800	So how do you feel about it?
1481800	1483200	Wait wait wait wait on a 30.
1483200	1488160	On a 30 so that is a fail yes and how do you personally Lindsay outside of the game feel
1488160	1489160	about this character?
1489160	1495200	I'm feeling kind of sketchy I mean I just walked away from people that I've known and
1495200	1501040	there's a strange man he's attractive so there's like 10% 10% wanting I want to trust
1501040	1502040	him.
1502040	1503040	Sure.
1503040	1504040	Yeah but I don't.
1504040	1507680	Attractive people do have it easier in life just in general true it is a privilege especially
1507680	1513600	for people like Liz I wake up every day and I'm just like oh thank you so much lord and
1513600	1521040	savior same yeah so you you feel however you want to feel about him and he's like oh you
1521040	1526240	have to stay here it's nightfall at this point and if you leave you'd absolutely get
1526240	1531520	in thought so there's there's no way around here you know it's got to be with the fishes
1531520	1537600	and we've got to keep it left right upside down sideways I mean your feet might be where
1537600	1544200	my head is but we can't see it anywhere and there's accent changes all right so what if
1544200	1549200	I try can I just try and run back in the direction that I came yeah absolutely I'm gonna try
1549200	1550520	and do that what do I roll for?
1550520	1555560	You don't have to roll anything he's gonna call after you and he's just like oh no no
1555560	1561280	you got oh god damn you gotta fucking get got there's not a chance that you're not gonna
1561280	1572680	get got okay cool but I'm out of there right yeah you're out there now what roll a survival
1572680	1585480	check to see if you can make it back to your campsite 91 on a 40 hell yeah hell yeah dude
1585480	1591400	all right am I out now yeah you lost you're done uh bye dead yeah okay bye you're dead
1591400	1597440	you're not dead you're still alive you're just lost okay as Liz Lonklin is walking through
1597440	1605560	the woods desperately trying to find her campsite she loses track of where she is and the sun
1605560	1614940	is starting to go down you see through the trees this brightly colored vest almost cheetah
1614940	1621840	print but more of a cheetah print houndstooth mix what the hell and uh Luke if you want
1621840	1628120	to describe the predicament Ash is currently in Ash currently has his arm almost up to
1628120	1634640	his elbow in a tree and you can see around kind of shining out of the tree of very bright
1634640	1642160	light you can also as you get closer about an inch of my skin below my elbow is completely
1642160	1646920	ripped off down to the hand no like my whole hand is in the tree but about this much of
1646920	1655080	it is is ripped off okay like just muscle and fat fibrous blood you guys remember that scene in
1655080	1661600	127 hours when James Franco like cuts his nerve didn't watch it yeah that was hard to watch shits
1661600	1667400	fucking nuts dude one thing about that is if he was a true actor he would have actually cut his
1667400	1673120	arm oh you didn't hear about that yeah really he did so the whole thing off it's prosthetic now
1673320	1680360	just like everyone in Hollywood's teeth are fake right he has a fake arm cool so Liz that's what
1680360	1686960	you see as you approach you can also see Ash has tears streaming down his face from pain but you
1686960	1692880	he's not outwardly panicked but inside he definitely is Ash hornbeam I'm like startled
1692880	1699840	and I'm like oh hey Liz what are you doing out here me and the guys are well we're on a
1699960	1705520	camping trip but I kind of got lost I don't something really weird happened I don't know
1705520	1712640	where the hell I am and my arm is stuck in this tree yeah what's wrong with your arm what happened
1712640	1718440	to you I don't know if I can pull it out anymore because it feels like there are razor blades on my
1718440	1724600	arm in here and I was lost and I saw this tree and there's a hole in it with light coming out
1724600	1733000	and I I just stuck my arm in it and now it's stuck and it hurts really bad and I don't I drop
1733000	1738440	my axe back at the campsite so I don't really have anything to get out of here with do you have any
1738440	1742240	idea how you could help me I don't do I have any weapons or anything I don't have anything on me
1742240	1747720	I don't think you brought anything yeah I mean I would say go back to the campsite but I don't
1747720	1752240	know where that is yeah I'm also lost I don't know I just came from a place with some crazy
1752360	1757000	bald man surrounded in coke the reason that I got lost I was going back to the shack because there
1757000	1763000	was a crazy naked man that was all cut up and we tied him up and he also couldn't talk and he tried
1763000	1767280	to eat our food and he sounded like an animal what the fuck is going on out here I don't know
1767280	1773360	but my main priority right now is to get out of this fucking tree and I pull my arm about half an
1773360	1781840	inch out a little more lose another hit point and you feel your skin rip off the first three layers
1781960	1789080	of your skin are completely gone and blood begins running down your elbow and dripping onto the
1789080	1797400	ground and as you look down you see that the grass where it's dripping is dead can I like look around
1797400	1804160	and try oh by the way watch out for that trip wire there is there it is that's what I was about to
1804160	1812280	implement if you say that in time then I won't have her hit it so he calls out about a trip wire
1812280	1819000	and looking down right where you were about to step mm-hmm there is a wire that is running across
1819000	1828120	from a tree to a post in the ground I feel helpless that is part of the game yep can I go ahead and
1828120	1832000	roll a sanity check for me both of you because you do not know how to get out of the situation
1832400	1839280	and helpless is the exact word that I could use to describe this sanity check I got a 93 that is a
1839280	1847240	failure 34 on 44 so you're good so you're gonna keep a level head because your arms not trapped
1847240	1852640	in this tree yeah and you're starting to realize that yeah you might have to be the one to leave
1852640	1859840	and call for help Luke you are going to lose a single sanity putting your sanity down to 37 and
1859840	1867680	ash starts to freak out a little more and Liz can tell that I am very panicked I you freak out
1867680	1875080	enough to wear a little fun rule about this game is that when you lose sanity the handler can make
1875080	1880720	an action for you awesome so it'll be helpful and my arm will be out of here after that when you
1880720	1888280	lose that sanity you freak out enough to rip at your arm and try to pull it out without bracing
1888280	1897040	yourself and you pull your arm out another like three inches and you lose three hit points putting
1897040	1904840	your hit points at two Luke ash hornbeam needs to roll a constitution check in order to stay
1904840	1916240	conscious here 29 on a 45 oh you are allowed to keep your head however you are not allowed to keep
1916240	1922440	your cool I throw up yeah out of pain and panic calm down please stop pulling your arm out of the
1922440	1929800	tree hang on hang on just a second hang on just stay still and then I'm gonna be like help
1932360	1940600	anyone around you laugh maniacally after yeah I'm a bitch remember now that my arm is probably
1940600	1951720	there's more room around it right yet it is still just as as well as early pinched I really I don't
1951720	1956320	have any idea what to do right now okay I'm just gonna I'm just gonna like start looking for help
1956320	1960720	help help I start like running away I'm looking for somebody I'm gonna leave them cuz I can't do
1960720	1967000	anything yeah I like I've almost forgot that she's even here cuz I'm just looking at six inches of
1967000	1973840	my arm completely shed of skin oh what is that that's that's a nerve you can see it uh-huh it's
1973840	1979720	like just like in 127 hours it's like 127 hours yeah so I'm just standing here just staring at
1979720	1984800	it like in shock like look off I've started to say something to Liz but she's gone I'm out
1998000	2006160	Judy Krinkelhoff is running sprinting through the woods trees are lashing her body but she's paying
2006160	2013080	it no mind as the world around her is melting and contorting and convulsing all at the same time the
2013080	2019440	earth seems to be pulsating but the ground is the sky and you have no idea what's going on so I'm
2019440	2025640	gonna have you roll either which is higher your survival or your alertness my alertness is higher
2025640	2032040	and what is your alertness I have a 70 so you are going to be rolling at a negative 40 so you
2032040	2037880	need to roll a 30 or under in order to pass this alertness check go and roll those dice for me I
2037880	2048520	got an 11 that is a critical success and the world immediately all at once becomes normal to you as
2048520	2056600	you stop dead in your tracks because right in front of you is very clearly a pile of leaves
2056600	2063800	that is wholly suspicious as if beneath it lies some sort of trap but Judy notices this and stops
2063800	2074480	just before falling prey to this sham leaf pile however Judy is not alone in these woods Sharon
2074480	2083280	shadow Berryman as you are sashaying through the woods chasing after your dear friend Judy
2083280	2093560	crinklehoff I need you to roll an alertness check for me what's your alertness 40 okay I got a 61
2093560	2102640	all right so you do not see Judy teetering on the edge of destruction as you nonchalantly dance
2102800	2108520	burst onto the scene Ally I want you to roll dexterity and because you crit earlier there's
2108520	2113880	no chance you'll fall into the leaves so you're just rolling to grab shadow and throw her off her
2113880	2127960	path okay I got a 15 whoa so you I already had plans but so shadows like barreling toward you
2128000	2135880	in a very whimsical manner and you see her just in time to grab her and pull her to the edge and
2135880	2141400	the two of you fall and hit the ground and as you do that one of your arms flings out and hits this
2141400	2149400	pile of leaves and immediately the entire pile falls and you look down and you see that there
2149400	2169560	is a 10-foot drop into a pit below Judy oh my god you saved my life I just sort of thought that
2169560	2178360	maybe fate could take us together down that hole um shadow I am really trying to lose trust in you
2178360	2184040	right now because first you turn into a tree and then you chase me through the trees and try to
2184040	2191880	push me let's talk about that Judy like why am I no no I can't do this right now because I feel
2191880	2198680	like my mind is down that hole right now and I'm just up here without my mind right now do you want
2198680	2208160	to do some breathing exercises with my crystals okay let's go back to the camp and maybe on the
2208160	2213800	way we can pick some flowers and put them in your hair and you'll feel a little better would that
2213800	2224120	make you feel better Judy it would not who has a better survival check I have 50 I also have 50
2224120	2234240	okay then who wants to roll some dice I really wanted to find a way in this game to use my bird
2234240	2239240	calling sure so I thought maybe now would be a good time I could be like and then the birds
2239240	2249480	would lead us to the camp interesting and how might that work well I would go and they would
2249480	2255360	swoop down and like slowly flap their wings as we danced behind them shadow like knew which
2255360	2261920	birds were like closest to her campsite earlier so you could listen for those bird sounds as
