start	end	text
217200	221720	asked what he should do if they come for him.
221720	226360	As is the way with dreams, Mary was suddenly gone,
226360	230320	and the barkeep, Lloyd, pulled a corkscrew from his pocket
230320	233960	and held it on the bar in front of Keith, pointy side up.
233960	236380	Lloyd then slammed his head into the corkscrew
236380	238720	and held eye contact with Keith,
238720	242520	as little bits of cocaine fell out of the hole in his head.
242520	245320	Keith looked down and found the cocaine had fallen
245320	248520	in the pattern of a stick figure family.
248520	252520	He pulled out a $100 bill sporting the visage
252520	255680	of Abraham Lincoln, and snorted up
255680	258200	this little powder family.
259040	262240	As he did, Lloyd phased through the back of the bar
262240	263720	and out of sight.
263720	266560	Keith came to in his police cruiser,
266560	269040	pulling into the department parking lot.
269040	270960	He had been lost in the dream,
270960	274080	and also running over the gruesome details
274080	279080	of the murder-suicide he had just staged earlier
279400	283360	in the early morning between Joan, Robin,
283360	285780	and Ferguson Beans.
285780	288500	John Lee Pettymore IV was also dreaming,
288500	292220	dreaming he was rolling across the ground with ease,
292220	295860	ignoring a man in a fancy suit who mopped the floor
295860	299480	and mouth trumpeted along with Louis Armstrong.
299480	303300	Outside, the sky appeared dark and stormy.
303300	305920	John seemed to be inside a closed store,
305920	309060	but the door opened anyway, triggering the bell above.
309060	311500	John looked up to the figure in the doorway,
311500	315140	unable to identify them through the black cloak they wore,
315140	320140	and this figure dropped a massive book on the ground
320420	323860	before stumbling back into the night.
323860	327780	John's vision began to distort, and he became disoriented.
327780	331100	As it cleared, he found that he was a baby again,
331100	334260	sitting on the floor in the back of clinkers.
334260	338020	A young Gary Daley walked into the daycare at clinkers
338020	341900	and pulled a large leather tome from his pack.
341900	343420	He looked over his shoulder,
343460	345820	and turning his attention back to the book,
345820	350180	winced and ripped a page from the spine.
350180	354660	He paused, listened, and then stowed the book away
354660	358340	before approaching John with the stray page.
358340	361580	Daley pulled a knife from his bag and began to chant,
361580	365260	reading from the paper, the script on which seemed to spark
365260	367180	as he spoke the words.
367180	370180	He continued to chant as he drew blood from his thumb
370180	373000	and let it drip onto baby John.
373440	375840	The sparks began to engulf the paper,
375840	378640	and the flames danced around John's head
378640	380400	before disappearing.
380400	383360	Daley spoke to himself as he wiped the blood
383360	385280	from John's head.
385280	389440	"'Grandpa, you old kook, you old wizard,' he sighed.
390460	392100	"'I hope this does him good.
392100	394880	"'Well, two down, one to go.'"
394880	397460	Hey, hey, John, what are you thinking about?
397460	400160	John also came to as he pulled into
400160	403160	the contentioned police department parking lot,
403160	406680	riding shotgun in Drew's cherry-bread Mini Cooper.
406680	410640	Drew, terrified, drove while Rosemary sat in the back
410640	413520	with both the men's guns at the ready.
413520	415920	Clark dreamt he was running,
415920	418920	running because it was imperative that he run,
418920	422080	running because he was close,
422080	425880	because this was a chance to stop them.
425880	428360	He narrowly dodged oncoming traffic
428360	431400	upon realizing suddenly that he was on the highway.
431400	433200	He made it to the bridge, jumped,
433200	435720	and recognized he wouldn't make the water.
435720	437720	He braced for impact.
437720	440900	Clark's shinbone pushed through his kneecap,
440900	442120	but he continued to run,
442120	445400	trailing a stream of blood behind him.
445400	448600	Ahead, Clark saw his old nemesis
448600	453120	and remembered why the animals took refuge in the water.
453120	454960	He jumped in the creek himself,
454960	457080	ignoring the pain in his knee
457080	462080	and this black ooze followed along the shore.
462520	464840	From the river, Clark saw himself
464840	466840	in the window of his own house
466840	470280	and mustered up the strength to climb out from the river.
470280	472300	He called to himself from the backyard.
472300	475840	He told himself to run, to get the fuck out of there.
475840	478840	He told himself he could get it right this time.
478840	481560	Clark jolted awake in the back of the cab.
481560	484060	He noted a tightness in his chest
484100	488780	as the car turned into the parking lot of the contention PD.
488780	493400	It was December 5th, a foggy blustery day in contention.
493400	496420	An old Husky made its way down the road
496420	498940	and paused before fleeing
498940	502420	upon hearing the three cars approach.
502420	505820	The officers had a moment to judge each other's situations.
505820	508300	John turned and finally asked Rosemary's name,
508300	511460	eventually explaining that if she wants the gun,
511460	513940	Drew and John will need theirs back.
514700	516100	Rosemary agreed, but was quick to explain
516100	517940	that if she happened to go missing,
517940	521420	Marvin Glass would find and torture anyone
521420	522820	who might be connected.
522820	525220	The officers noted that a stranger's car
525220	529660	was parked in the lot, a red 2001 Mitsubishi Eclipse.
529660	532220	Clark admitted to the taxi driver he had no money,
532220	536500	but the cabbie explained the ride had been paid for already.
536500	539900	Upon stepping outside, the other two cops wondered
539900	543060	why Clark was dressed in pajamas.
543060	546900	Clark lied saying he'd been sleepwalking.
546900	549460	John smoothed things over between Rosemary
549460	551540	and his nervous partners while insisting
551540	554860	they would all soon be traveling to the city
554860	558260	to deliver the gun to Marvin Glass.
558260	562620	John reminded his partners of Jermaine and Alfred Glass.
562620	565860	Marvin's sons were trying to find the gun.
565860	569000	Given the officer's knowledge of the gun and the sons,
569000	571860	John suggested they might be in a good place
571860	575260	to do business with Marvin, essentially allying
575260	578420	the contention PD with the Glass crime family.
578420	580820	John thought that working together,
580820	584020	they might be able to use the gun to bring people back
584020	586160	from wherever they disappeared to.
586160	587780	They planned to leave for the city
587780	590500	as soon as the gun was in hand.
590500	593340	The officer circled back to a conversation about the husky,
593340	597260	the first animal they'd seen out of the water in days.
597260	600740	They decided to head into the station rather than follow it
600740	604540	when they remembered the strange sports car in their lot.
604540	607740	Keith looked into the red 2001 Mitsubishi Eclipse
607740	611320	and saw a massive container of creatine powder,
611320	615780	empty Red Bull cans, and a pair of Oakleys.
615780	618960	John, wielding two guns, kicked in the door to the station
618960	620440	and shouted the words,
620440	624340	"'Contention PD, freeze, douchebag.'"
624340	627380	A young man in a blue suit and red striped tie
627420	629860	had been pacing the floor of the department
629860	632180	and froze Red Bull in hand.
632180	634980	The man obediently dropped the beverage on the carpet
634980	638120	and invited the officers to take the FBI badge
638120	639520	from his jacket.
639520	642940	This was Agent Trent Chad.
642940	644540	As soon as Clark had the badge,
644540	646460	he tranquilized the agent with a dart
646460	647700	from the circle of knowledge
647700	651180	and Chad became immediately suggestible.
651180	654260	Clark's partners were suspicious of the dart gun,
654260	658000	but Clark explained that his previous night's detour
658000	660900	had informed him the FBI would arrive.
660900	664680	He couldn't give specifics, but this had all been expected.
664680	666460	As the officers decided what to do
666460	667940	with the tranquilized agent,
667940	670860	Drew arrived and saw that Chad had been digging
670860	672700	through the department's files.
672700	676140	When Agent Trent Chad suggested the three present officers
676140	678300	were some of the worst in history,
678300	682220	the crew asked if he had any experience in PR.
682220	684420	Chad had plenty of experience, it turned out,
684420	687580	so the officers devised an impromptu press conference
687580	689500	to calm the population.
689500	691460	They settled on a filmed statement
691460	693840	that confirmed everything was okay,
693840	696260	that the contention PD should be given room
696260	697800	to do what they need to do,
697800	699880	and that everything done so far
699880	702620	had been in the interest of the people.
702620	705300	Having filmed the statement, they told Agent Chad
705300	709140	to convey the same sentiments to his superiors.
709140	711160	As Clark moved to the back of the station
711160	713200	to retrieve his spare clothes,
713200	716080	he noticed the cells were empty.
716080	717800	Though the cell doors were locked,
717800	722160	Dr. Marie Jacobs and the body of Doug Jacobs had vanished.
722160	726840	Keith suggested they review the security footage.
726840	730160	This footage revealed the cat running wildly
730160	733000	about the station, jumping from spot to spot to spot.
733000	736680	The Jacobs' bodies and their cells were picked up
736680	740420	into the air and slammed into the ground repeatedly
740420	745260	by some unseen force before they disappeared.
745260	748340	The officers noticed the cat had been looking up
748340	749740	when it became scared.
749740	751500	Given the consistent patterns,
751500	755580	they concluded this was all likely the work of the goo.
755580	758020	The officers considered what they knew,
758020	760540	that animals could see or sense the goo,
760540	764180	and that they had the power to become animals themselves
764180	765580	if they needed to.
765580	767660	While discussing the possibilities presented
767660	770100	by the strange evidence they'd collected,
770100	773940	Keith said the camera might be active again at 1 p.m.,
773940	776540	a suspiciously specific thought.
776540	779460	They walked into the evidence locker together
779460	781280	and found the helmet red light lit,
781280	784040	the camera red light lit, the gun red light lit,
784040	788020	and the radio green light lit.
788020	790380	Doug the cat appeared in the locker room
790380	793580	and indicated he had something to say to Keith.
793580	797040	Clark bolted from the room as Doug jumped up onto the shelf
797040	800020	and began to rub along the green lit radio,
800900	801900	fearing a body switch.
801900	805340	Outside, Agent Chad mopped up Red Bull
805340	809260	and Rosemary tapped an impatient foot.
809260	811840	John Lee Pettymore pulled Doug away from the radio
811840	814340	and chided him for the attempt to switch bodies.
814340	815700	The cat became frantic,
815700	818860	but John hugged him tightly to his chest
818860	820940	and began to consider the possibility
820940	824460	of switching the man inside the cat back out
824460	826000	for information.
826000	828420	When Doug agreed to switch with the FBI agent,
828420	831940	the officers suggested Agent Chad sleep
831940	835940	and dragged his unconscious body into the evidence room.
835940	837620	With everything set up for the switch,
837620	839600	the officers listened from outside
839600	842260	as the radio transitioned from music
842260	846500	to a jumble of audio culminating in a high-pitched tone
846500	849220	that screeched in their ears.
849220	853260	A light flashed inside and there was silence.
853260	857060	Soon, they heard Chad's voice from inside.
857060	859020	It was Doug, resituating himself
859020	860860	in the body of the fit agent.
860860	863100	Agent Chad and the cat's body attempted
863100	865540	to make a panicked escape as they opened the door,
865540	867580	but they captured him with Doug's help.
867580	870140	The officers asked Drew to go buy a cat kennel,
870140	872100	prompting a strange look.
872100	874860	Rosemary began to insist on the gun
874860	877660	and the officers became condescending.
877660	880940	She unlocked the police station door and left.
880940	882460	The officers ran after Rosemary
882460	885300	and found her banging on the trunk of Drew's car
885300	887020	as he attempted to back out.
887860	888820	She quashed the potential conflict,
888820	892460	saying she only wanted the briefcase in the back.
892460	895620	With that in hand, she released Drew to his errand.
895620	897220	Despite the tense situation,
897220	899620	Rosemary calmly explained that the case
899620	902260	contained five million dollars.
902260	905180	Content, Rosemary returned to the police station.
905180	907160	John and Clark followed.
907160	910220	Inside, Doug stood marveling at his new body.
910220	912620	He had a very clear memory of what had happened
912620	914060	prior to the body switch,
914100	917380	but before he could explain, he began to panic.
917380	919100	He could see the ooze,
919100	921940	though it was invisible to everyone else.
921940	923220	Clark rushed to the sink
923220	925700	and began to toss water about the station.
925700	928540	John pulled a pipe from the break room sink,
928540	931280	allowing water to flood onto the floor.
931280	933380	Rosemary, unsure of what was happening,
933380	937540	perched calmly on Drew's desk with the briefcase.
937540	939700	They attempted to get more detail from Doug,
939700	940700	but he was terrified.
940700	942540	The water wasn't stopping the ooze.
942580	944140	Doug made a run for the door.
944140	946540	Keith and Clark followed him out to the parking lot,
946540	949140	and there, they found him standing frozen.
949140	951300	Doug's mental state continued to devolve
951300	952960	as they led him to Keith's car,
952960	956520	and their attempts to calm or slap sense into him failed.
956520	958480	Clark confirmed that Doug and Chad's body
958480	961000	was still under the influence of the tranquilizer.
961000	963580	He was able to explain that in the days leading up
963580	966380	to his becoming a cat, he had been sick.
966380	968840	His wife, Marie, had brought the radio in,
968840	971620	and a dream-like blur followed.
971620	973260	He began to disassociate,
973260	976180	claiming they were all part of a dream.
976180	978500	He tried to explain they were not dreaming,
978500	981100	but Clark leaned into the idea.
981100	982620	What was the worst that could happen to Doug
982620	984500	if he helped in the dream?
984500	988000	Inside, John found a vacuum and attempted blindly
988000	989580	to capture the ooze.
989580	992700	In leaping about, he noticed Agent Chad's briefcase
992700	994260	on one of the desks.
994260	996620	Assuming the coast was clear, he opened it,
996620	999660	found several signs, a list, a map,
999660	1003740	and a small cell phone jammer that was turned on.
1003740	1005820	Keith and Clark brought Doug back inside
1005820	1007880	to see if he still saw the goo.
1007880	1010840	He didn't, and he became distracted by his reflection
1010840	1012280	in the break room mirror.
1012280	1015000	Doug was unsure whether lingering animal instincts
1015000	1016820	had allowed him to see the goo,
1016820	1018380	or if it had been an illusion.
1019260	1021560	He was pretty certain he was still in a dream.
1021560	1023920	John drew the group's attention to the signs
1023920	1026000	in Agent Chad's briefcase.
1026000	1027040	They read,
1027040	1031800	Attention, a chemical spill from the unincorporated land,
1031800	1035680	once the town Perdition, just west of contention,
1035680	1037280	is heading this way.
1037280	1039640	Please evacuate immediately.
1039640	1041560	Don't forget your pets.
1041560	1044320	The list contained all the locations Agent Chad
1044320	1045980	had planned to place the signs,
1045980	1048900	and the map detailed all the missing persons
1048900	1050760	and the dates they disappeared.
1050760	1052600	All the disappearances occurred
1052600	1055720	on December 1st, 2nd, and 3rd.
1056600	1060480	Marked an explosion in cases across town.
1060480	1063080	Rosemary stood suddenly and gave the officers
1063080	1065560	five minutes to turn over the gun.
1065560	1067020	They used their time to decide
1067020	1070560	between visiting Perdition or the city.
1070560	1072480	The officers called Drew and asked him
1072480	1074820	to put Chad's signs up in town,
1074820	1079060	but Drew claimed he had seen literally no one on his errand.
1079060	1081800	No customers in the store, no employees,
1081800	1084560	no cars on the road, nothing.
1084560	1087440	But then a car arrived at the station
1087440	1089080	driven by an older woman.
1089080	1094080	It was Jan Manstein, the mother of an Ari Manstein,
1094400	1097860	whose name was not immediately familiar.
1097860	1100600	Jan had arrived to gather Ari's possessions
1100600	1101840	from the station.
1101840	1103740	Her daughter had been killed
1103740	1106720	in the hospital fire in the city.
1106720	1109240	The officers recognized that Ari's position
1109240	1113920	matched that of Ray, or was it Tim, or Lauren,
1114760	1117960	Florence, who they had sent to the hospital.
1117960	1120300	As soon as they understood the name switch,
1120300	1122800	the officers were flooded with memories
1122800	1125660	of this fourth contentioned police officer,
1125660	1129800	all of whom they last remembered sending to the hospital
1129800	1132720	on an ambulance with Rosemary.
1132720	1136700	Clark tried to console Jan as she cleaned out Ari's desk.
1136700	1139720	She invited them all to her funeral the following day
1139720	1141280	at the city cemetery,
1141320	1144120	where Ari was to be buried with her family.
1144120	1147760	In the back room, Rosemary eyed the evidence locker
1147760	1151260	as John interrogated her about the hospital fire.
1151260	1153740	Rosemary eventually admitted to starting the fire
1153740	1155280	that killed their colleague.
1155280	1159200	John insisted that she play it cool while Jan was around.
1159200	1162280	As Jan finished picking up Ari's things,
1162280	1165440	she struggled to decide whether or not to tell her husband,
1165440	1167940	Ari's father, Stan Manstein,
1167940	1171740	who had been in the city asylum for 28 years.
1171740	1173100	When John offered to tell him,
1173100	1175920	she agreed enthusiastically.
1175920	1177340	Just as Jan was leaving,
1177340	1179700	they asked if she'd seen anybody about town
1179700	1183260	as she came through, and she told them she hadn't.
1183260	1184600	With Jan out of the station,
1184600	1187880	the officers finally let themselves feel shaken
1187880	1191980	by the conflicting personas of this mysterious colleague.
1191980	1193660	The memories seemed to combine
1193660	1196060	into one almost anonymous individual,
1196060	1200260	their only connection being the family name, Manstein.
1200260	1202140	John pulled Rosemary aside again
1202140	1203860	before they piled into the car.
1203860	1207820	Out of view, he pushed his pistol to Rosemary's head
1207820	1209440	and threatened to kill her
1209440	1211940	if she didn't return Drew's money.
1211940	1215100	Rosemary surrendered the money and slowly turned
1215100	1219840	so that the gun's barrel was centered between her eyes.
1219840	1224840	It's hilarious that you think you can kill me.
1230520	1234960	She chuckled before walking back out into the station.
1234960	1237760	John collected himself and stashed the briefcase
1237760	1239560	in the evidence locker.
1239560	1242360	An email from Wolf the dog revealed
1242360	1244600	their PSA was about to air.
1244600	1245720	The message was followed
1245720	1249300	by news of the Beans Robin murder suicide.
1249300	1252260	John and Clark looked up at Keith DeGage's reaction.
1252260	1253820	Keith stared at the ground
1253820	1256060	and admitted that Ferguson was his brother
1256060	1258300	but said he hadn't seen him in a while.
1258300	1260420	Keith agreed it'd be worthwhile to check in
1260420	1262900	with the city PD about the crime scene,
1262900	1265300	the crime scene he had orchestrated.
1266340	1268340	As the officers headed toward the highway
1268340	1269900	on their way to the city,
1269900	1273000	they confirmed the utter abandonment of contention.
1273000	1274820	Gone were the runners, the beggars,
1274820	1276820	the teenagers and their pot smoking.
1276820	1278900	Gone too were the protests.
1279380	1280780	The town would have been silent
1280780	1283740	if not for the distant sound of other cars
1283740	1287000	and the cries of abandoned animals from the creek.
1287000	1288420	Given that two of the cruisers
1288420	1290140	had been involved in accidents,
1290140	1292460	the officers told Rosemary to lead the way
1292460	1296180	and they piled into a single cruiser with Doug Chad.
1296180	1299140	The crew stopped by Clark's spotless garage
1299140	1302380	to ransack the US military branded crates
1302380	1305000	they had stolen from John Peter's storage units
1305000	1307340	for pistols, shotguns, rifles,
1307340	1309940	a shoulder mounted anti-aircraft weapon,
1309940	1312180	an EMP rifle, a grappling gun,
1312180	1314420	a small gun that shot tracers,
1314420	1316480	lots of grenades, a sniper rifle
1316480	1319420	and a very tiny but powerful gun.
1319420	1322500	Each of the officers also donned body armor
1322500	1325340	and packed a small bag of cocaine.
1325340	1327640	They remembered at the very last moment
1327640	1330340	to bring the strange gun and camera
1330340	1332980	with the odd glass tubes.
1332980	1334020	On the ride to the city,
1334020	1336420	John placed a call to Harry Klinker
1336420	1338340	and immediately realized they had packed
1338340	1341540	and failed to deactivate the cell phone jammer.
1341540	1343300	As John waited for Harry to pick up,
1343300	1346020	Keith began to receive missed calls
1346020	1348180	and voicemail notifications.
1348180	1349960	On the phone, John asked Harry
1349960	1351780	if he knew where everyone had gone
1351780	1354140	but the gravel-voiced man could only guess.
1354140	1356700	Harry, in turn, began to ask about the actions
1356700	1358540	of the officers and lie the protests
1358540	1362260	but was happy to side with his daycare alumni.
1362260	1365320	Harry was always something of a confidant for the officers
1365320	1368040	and so John began spilling details
1368040	1370160	of the bizarre events they had witnessed
1370160	1371400	in the last few days,
1371400	1374040	much to the surprise of everyone else in the car,
1374040	1376280	especially Doug Jacobs.
1376280	1377960	Harry expressed some worry
1377960	1381600	suggesting a spiritualist might be useful to John
1381600	1385160	so John inquired about Harry's partner, Gary Daley,
1385160	1387760	who dabbled in acting as a medium.
1387760	1391000	Harry admitted Gary hadn't come home the night before.
1391000	1392720	He did say that Gary had been meeting
1392720	1394780	with his book group more regularly,
1394780	1396900	a gathering of occultists that included
1396900	1399700	Dr. Marie Jacobs and Mildred Mitchell.
1399700	1403260	John thanked the barman and ended the call.
1403260	1405900	Keith had received a single text
1405900	1408780	and four voicemails while the jammer had been active,
1408780	1411180	all from John Lee Pettymore IV.
1411180	1413860	John ranted about Keith breaking in,
1413860	1415540	fucking with his Smokies,
1415540	1419060	and admitted that he had $5 million.
1419060	1420540	The group texted Drew,
1420540	1423900	asking him to keep an eye on contention in their absence.
1423900	1426940	Doug Chad clarified that his central motivation
1426940	1428480	was returning to his own body,
1428480	1431980	but that he was willing to help for some cash on the side.
1431980	1433240	At Doug's suggestion,
1433240	1435940	the officers called Gary Daley on speakerphone
1435940	1437600	and after several rings,
1437600	1439900	they heard Gary in the middle of a conversation.
1439900	1442580	I told you, you old witch, you're just going crazy,
1442580	1444540	you know, that's all, that's fine,
1444540	1446660	and we can deal with that, hello.
1446660	1449340	The group suggested Gary check in with Harry.
1449340	1451100	When they asked about the witch,
1451100	1453540	Gary explained he was chatting with Mildred Mitchell,
1454060	1457140	the grandmother of Tildy B. Mitchell at her house.
1457140	1459900	She was suffering a breakdown of sorts.
1459900	1461940	See, Mildred was under the impression
1461940	1464300	that her histories have been split,
1464300	1467220	and she has become obsessed with a picture
1467220	1469540	of the founders of contention.
1469540	1472300	Silas Cole, she insisted, looked different
1472300	1473460	than he did before,
1473460	1477180	less attractive and possibly stupider.
1477180	1480140	Mildred also believed she could see the reflection
1480140	1482280	of Tildy B. in the photo.
1482280	1484400	The officers were shaken by the thought
1484400	1489000	that the gun at least appeared to send people back in time,
1489000	1491520	and the split histories could explain in part
1491520	1493800	their mysterious colleague, Ari.
1493800	1495720	John asked about Gary's grandfather
1495720	1497560	and described the recent dream
1497560	1501120	in which Gary had performed a protection ritual on John.
1501120	1503480	Gary admitted this had indeed occurred
1503480	1506820	and went on to say his grandfather, Gingerfred,
1506820	1510360	had passed down a book with three pages left
1510440	1513120	and instructed Gary to read those pages
1513120	1517080	over the heads of the boys, spilling blood in the process.
1517080	1519920	The reason for this, Gary's grandfather had explained,
1519920	1524920	was that the three men were the key to everything.
1525000	1527240	They thanked the owner of the Daily Pho
1527240	1530060	and prepared to enter the city.
1530980	1534120	The streets of the city were drab, gray,
1534120	1535920	and littered with trash.
1535920	1538300	A foul smell hung in the air
1538300	1541420	and billboards covered the faces of buildings.
1541420	1545340	The city residents seemed bloated and lifeless.
1545340	1547800	In opposition to the industrial gloom,
1547800	1551340	flowers of every shade and shape grew in the alleys
1551340	1553340	and from cracks in the pavement.
1553340	1555960	Rosemary led the officers downtown
1555960	1558940	to a tall granite skyscraper.
1558940	1561100	In a small surveilled parking garage,
1561100	1563820	Rosemary gestured for the officers to enter
1563820	1567460	a small elevator made of polished onyx.
1567460	1571220	Everyone, including Rosemary, agreed that Doug's presence
1571220	1575640	as FBI might prove valuable leverage.
1575640	1580640	Rosemary remained in the garage though as the doors closed.
1581460	1584920	The elevator contained no buttons or floor indicators
1584920	1588260	and for a while it seemed as though it didn't move at all.
1588260	1590900	As John held the gun artifact up to the ceiling
1590900	1592660	and called for an audience,
1592660	1597180	one of the walls opened into a dark room.
1597740	1599300	A spotlight in the center of the room
1599300	1602460	partially lit Marvin Glass.
1602460	1607060	A humanoid figure with a massive gaunt frame
1607060	1612040	dressed in a fitted black tuxedo and a red bow tie.
1612040	1615620	The lower half of Marvin's face was visible in the light.
1615620	1619140	The skin there appeared hairless and translucent.
1619140	1622180	Above the sharp see-through chin,
1622180	1627180	a candy red lipstick messily encircled a round hole.
1627460	1631140	The orifice began to move as Marvin Glass
1631140	1634720	introduced themself and asked if the crew knew
1634720	1636860	why they were in this room.
1636860	1638220	The officers weren't sure.
1638220	1641260	Marvin explained that Ferguson Beans had been trying
1641260	1644740	to buy cocaine from a contention police officer.
1644740	1648620	Cocaine that had been stolen from Marvin Glass.
1648620	1651380	Rosemary was sent to collect the money from the deal.
1651420	1654460	This surprised John who hastily suggested
1654460	1656940	he knew nothing about the cocaine deal
1656940	1659980	and Glass called out the lie for what it was.
1659980	1662540	The officers were confused.
1662540	1664800	Rosemary had been insistent about the gun
1664800	1667320	but Marvin said he sent her specifically
1667320	1668500	to recover the money.
1668500	1670740	They pulled Doug Chad aside and instructed him
1670740	1673920	to say the money had been confiscated by the FBI.
1673920	1677980	Marvin flew into a rage before quickly calming down.
1677980	1681580	He explained that Alfred's state was pitiable
1681580	1684500	but not the current concern.
1684500	1686800	John clarified it was germane they were hoping
1686800	1688540	to return to Marvin.
1688540	1690280	John laid the situation out.
1690280	1693260	It wouldn't be long before whatever haunted contention
1693260	1695720	made its way into the city.
1695720	1699780	Marvin explained in plain words that they cared more
1699780	1702540	for the money than for their missing son.
1702540	1705420	Realizing the extent of their miscalculation,
1705420	1708660	the officers began to switch blame to Rosemary.
1708660	1711380	Marvin became increasingly agitated
1711380	1715340	as John recalled the money had been in the woman's hand
1715340	1720280	but she let it go for the promise of this strange gun.
1720280	1724020	Marvin revealed they had orchestrated the killing
1724020	1728780	of Ferguson Beans through Keith's niece, Francis Beans.
1728780	1732940	Glass congratulated him on finishing the job so effectively.
1732940	1736780	Francis herself emerged from the darkness behind the desk
1736780	1740360	and flipped her uncle, Double Birds, as a third figure
1740360	1743700	with spiky white hair and a long white lab coat
1743700	1746120	joined the glass retinue.
1746120	1749940	This mad scientist stood tall behind Francis Beans
1749940	1753860	and slowly tapped long, wobbly fingers
1753860	1757340	against her protege's collarbones.
1757340	1759480	John and Keith doubled down on their denial
1759480	1761700	of all these events but as the women backed
1761740	1764420	into the darkness, Keith stepped forward
1764420	1766540	and asked for his money.
1766540	1768940	Marvin told him he would receive his winnings
1768940	1771940	if he was able to prove himself worthy.
1771940	1773860	Marvin offered John support
1773860	1776820	if he could prove himself capable.
1776820	1780380	They then apologized to Clark for having to be in the room
1780380	1784700	which began to fill with a noxious gas.
1784700	1787900	Clark ran to the elevator but failed to pry it open.
1787900	1790720	John asked Keith point blank if he had sold them out
1790760	1793620	and Keith denied it before passing out.
1795920	1798520	The officers woke in separate cages
1798520	1801480	to the sounds of a jubilant crowd.
1801480	1806400	The cages hung from the ceiling of a smoky, dimly lit room.
1806400	1808920	Three other cages were present populated
1808920	1813160	by a muscled stranger, a malnourished child
1813160	1816960	and Doug Jacobs in the body of Agent Trent Chad.
1816960	1820880	Below, the audience indulged in vices
1820880	1824880	and crowded the middle of the room on couches, cushions,
1824880	1828040	piles of blankets, a papasan chair.
1828040	1832520	The sinners eagerly watched two teenagers fight
1832520	1837020	in a plexiglass cage hanging over the center of the space.
1837020	1840080	The crowd cheered as one teen began
1840080	1844160	to viciously beat the other, spraying those below
1844160	1846360	with blood through holes
1846360	1850000	in the elevated fighting box's floor.
1850000	1853040	Keith checked his underwear to see
1853040	1856240	if his tiny gun had been seized.
1856240	1860560	Thankfully for all of them, it had not.
1860560	1863360	The winner of the bloody fight stumbled to his feet
1863360	1865720	and tried to run back to his cage which had locked
1865720	1869720	into place on the side of the hanging plexiglass room
1869720	1872120	but he slipped on the blood of the beaten boy
1872160	1875600	and panicked as the ceiling began to lower.
1875600	1878720	The weakened champion boy scraped and crawled
1878720	1882720	just quickly enough to slide into his cube of metal bars
1882720	1887160	as the ersatz ceiling closed in on the perforated floor
1887160	1891800	eliciting a guttural moan from the deceased,
1891800	1895640	crushed, juiced boy.
1895640	1898480	The blood rained down onto the gaudy
1898480	1900400	and deranged crowd below.
1900400	1904440	Many held their mouths open and tongues out.
1904440	1908560	The two cages attached to the plexiglass combat cage closed
1908560	1911480	and withdrew through an exit in the wall,
1911480	1914200	taking the winner of the fight with them.
1914200	1915840	The officers did some quick math
1915840	1918280	and realized their turn would come soon.
