start	end	text
375000	377240	but they use them all the time and it's pretty great,
377240	380000	honestly, they're always like handing you one
380000	381920	when you have a cold beverage at their house.
381920	382760	It's a nice touch.
382760	384880	You're making me question my koozie behavior.
384880	386120	Yeah, I mean, you've got them.
386120	389400	Keep them in the drawer, that's where mine are.
389400	393360	You don't fuse, you're gonna lose.
393360	394480	That's exactly right.
394480	395320	That's what they always say.
395320	396400	I forgot how to say the word.
396400	398400	That's what Taylor's back tattoo says.
400400	401840	Right above Richard Nixon.
407360	408440	It was supposed to be a cover up
408440	409880	but it just looks cooler now.
411040	412920	Sweet, does your wife really have a tattoo
412920	414200	of Richard Nixon on her back?
414200	417040	No, Roger Stone does.
417040	417880	Oh, right.
417880	419120	What happened last week?
419120	421360	Wolf already told us, let's dive into this shit.
421360	422520	Oh yeah, thanks Wolf.
423360	428000	I think maybe we need to go talk to him or get him,
428000	430720	but I am not leaving here without dropping this
430720	431560	in the hole.
431560	433080	You say as you roll grip,
433080	438080	as you all see this dude disappear into the torso
439200	440640	of Dr. Brock Hargrave.
444200	445040	I pass.
445040	446560	Shelly passes also.
446560	450440	I've opened enough people to, you know.
450440	451280	Same.
451280	452840	The hook passes as well.
452840	456480	Okay, everyone is going to lose one grip still.
456480	459720	This is strange enough that it stops you all in your tracks
459720	462720	and you're left just watching.
462720	463640	Just checking.
463640	467800	Did you guys also see that guy roll up his belly
467800	471400	like it was a carpet and put another man inside?
471400	472240	We sure did.
472240	475360	How does a man fit in another man like that?
475360	476480	He just walked right in.
476480	479160	He absolutely devoured him like my career.
479160	482800	It was like he went into a tiny set of stairs,
482800	485240	like there was a vanishing point
485240	487880	and he got smaller as he walked towards the belly,
487880	490240	but it didn't make any sense.
490240	491400	It was kind of amusing.
491400	494320	We got to go save that woman before she walks
494320	495680	into his belly.
495680	498000	There's only one quick way down.
500640	501480	I made hook.
501480	502320	I know what you're thinking.
502320	504280	I think we got to ride the Bigfoot.
504280	505120	Well, okay.
506240	507640	That's not what's going to happen.
507640	509080	I'm sorry, you're going to die.
509960	511520	If you try that.
511520	512360	With a Bigfoot landing.
512360	517000	I would like to pry open the elevator doors.
517000	517840	Oh, fuck yeah.
517840	519040	And look down the shaft
519040	523720	and see if my good old buddy elevator cable is still there.
523720	525360	Go ahead and roll criminology.
526600	527440	Nope.
528720	533160	Okay, so you get these elevator doors pried open
533160	536200	and you're looking at the shaft,
536200	538280	the empty shaft ahead of you.
538320	541920	And you see that the cables that go all the way
541920	544520	down the bottom are like frayed to the point
544520	546880	to where you think if you were to like jump on
546880	551600	and try to shimmy down, it might break.
551600	555400	Dang, my usual method of going downstairs
555400	557320	is out of adequate question.
557320	558160	It's okay.
558160	560520	I'm sure we'll encounter a sewer very soon.
560520	563680	Fellas, any ideas about how to save that woman's life?
563680	565440	We got to check the toilets.
565440	566280	Maybe there's a cow toilet.
566280	567840	See if we can get flushed down.
568360	570680	Yes, maybe there's a cow toilet in the restaurant.
570680	573000	We don't know how fresh their beef was.
573000	575280	Is there a giant cow-sized toilet
575280	577040	to get flushed down on this level?
577040	578720	All right, let me roll now.
581720	583200	Meat hook in this line of work,
583200	585920	sometimes the person gets eaten.
585920	587800	You all don't even care.
587800	589520	You look so complacent.
589520	591520	Isn't this your dude, Shelly?
591520	592640	Why is he doing that?
592640	594200	It's not that we don't care.
594200	598360	It's just that stopping him is our only option here.
598360	602440	And right now we've got to find a way to stop him.
602440	605200	We also don't know that they're not perfectly fine in there.
605200	607320	We can also take this out on our children
607320	609300	or wives or whatever later.
610480	612440	Specifically for that we've written down.
612440	615560	Yeah, like subtracting from your bonds.
615560	616680	Something like that, yeah.
616680	617720	Metaphorically.
617720	621000	Is there a door to where the old observation deck
621000	623520	used to be even though I know the deck fell off?
623560	625040	That is correct, there is a door
625040	627280	and it's got tape like over it
627280	631800	trying to warn people to not go in this general area
631800	634560	as it is dangerous as the door is not there.
634560	638340	It's just the open wind, the summer wind coming through
638340	640360	and the smell of the parking lot.
640360	643280	Does it happen to be right over the holes?
643280	644560	Oh yeah, of course it is.
644560	646080	I can't get open.
646080	648760	Do something, throw something at him.
648760	651400	Hey, take this and we'll do it at the same time
651400	654000	and I give her the small Bigfoot
654000	656280	and I dangle the Bigfoot over the hole
656280	658280	which he happens to be close to, right?
658280	660480	On the count of three we're gonna clap
660480	665000	which requires both hands which will make us drop these.
665000	668080	I see exactly what you're going for and I'm in.
668080	669860	One, two, three.
671960	672840	Go ahead and roll.
672840	674020	The foot's full.
674020	675740	What are we rolling for?
676600	680680	I think you can either roll dexterity or athletics here.
680680	681520	Or Bigfoot.
681520	683920	Or Bigfoot obviously, dropping Bigfoot
683920	684760	if that's a craft skill.
684760	686760	Yeah, I got a 46, that's a pass.
686760	687720	Nice.
687720	690440	I didn't hear any of the things that you said
690440	691260	to go for. What did you roll?
691260	692100	25.
692100	694720	Oh, what is your dexterity or athletics?
694720	695560	More than that.
695560	698000	Yes it is and with that,
698000	701220	describe these two bigfoots falling please.
701220	703760	It's just like a long beard
703760	708760	and a kind of Neanderthal face with a hairy body
709760	712880	but it's got, it's like a plastic troll doll underneath
712880	716600	so it's pretty hard when it's coming at speed.
716600	717440	Oh yeah.
717440	718260	Flung.
718260	721840	It's companion, same thing, much larger
721840	723540	and I said it was stuffed, it's not.
723540	725540	It's also got the big, hard troll body.
725540	729860	And they're somersaulting through the air
729860	733760	as if they're in a beautiful ballet in the sky.
733760	735920	It's stuffed with trolls.
735920	738160	Exactly, and the truth.
738160	740160	I'm aiming for the dude.
740160	744720	I wanna distract him so that he comes after us
744720	746480	and we can save this woman's life.
746480	747320	Fantastic.
747320	748600	I'm aiming for the hole.
748600	751080	Okay, one bigfoot, large one?
751080	752640	I had the large one, yes.
752640	755840	Goes directly, perfect hit, dude perfect
755840	760160	from the top of the zeitgeist into the bottom of this hole
760160	762440	and as it hits the bottom.
762440	766280	Vincenti braces to be teleported back to non-existence.
767240	771640	It bounces and then lands softly, lifelessly
771640	775200	like a stuffed bigfoot that you might get at a carnival
775200	776900	at the bottom of a dirt pit.
776900	780400	And the other bigfoot knocks Dr. Brock Hargrave
780400	784240	right in the hand as he pulls out a syringe, shatters it.
784240	788720	I rolled combat for the woman who he was going for
788720	790380	and Luke, what did I roll?
790380	794520	You rolled what I assume is a critical success with a 22.
794520	797880	And then I rolled damage for when she grabs the shovel.
797880	801820	Right, she grabbed a shovel which I assume is a D8.
801820	804400	So he rolled a D8 and he got an eight.
804400	807720	Even up from like from up here, we can see it glistens.
807720	812720	And the sharp tip goes directly in to the soft belly.
812920	814360	That's where all the people are.
814360	816360	Of Dr. Brock Hargrave.
816360	817840	The extra soft belly.
820520	822160	He falls to his knees.
822160	825040	You see blood splattering out onto the ground.
825040	827640	I need everyone to roll grip again for violence.
828680	829880	Can Shelley celebrate?
829880	830720	18.
830720	831540	A custom.
832700	834640	I am happy at this violence.
835680	838880	Vincente goes, fucking excellent shot kid.
838880	840060	And then he throws up.
842360	843960	Lose one grip.
843960	844800	For failing?
844800	845620	For failing.
845620	846460	Shelley lost.
846460	849840	Lose one grip for failing as you also have
849840	852880	just like a stomach turning reaction.
852880	854160	That should have been me.
859160	861920	Don't worry doc, there's a lot of professional rivals
861920	863280	you might one day get to kill.
863280	865480	I believe Jimmy Corrigan is.
865480	866360	I thought he was adapted.
866360	868360	That was actually a different character.
869680	871760	So I rolled and passed which makes sense.
871760	873220	Cause he's seen a lot of death.
873220	875520	Seen a lot of death, seen a lot of blood.
875520	877680	It continues to just ooze out
877680	881400	and you see one of his intestines falls out of the hole
881400	883600	onto the ground, dripping.
883600	887800	And he's just kind of shaking violently on his knees
887800	888640	and then he falls.
888640	890280	I feel like we should go down there.
890280	893920	But if Meadhope glances around the top of this observatory
893920	896400	real quick, is there anything else of interest up here?
896400	897360	What are you looking for?
897360	901600	What about a length of rope that they used to hang aliens
901600	903840	off the side of during the parties?
904680	907640	Or perhaps a banner?
907640	909120	A banner is good.
909120	910160	Rush hour two style.
910160	912040	Okay, we've had a couple of bad experiences
912040	913720	but I think we're all getting pretty lazy.
913720	915520	I think we can handle the stairs.
920320	922000	Vincent has his eyes closed.
924000	925540	I rolled a hundred.
925540	930540	Oh, wait, I'm gonna use my, wait, what this word?
931040	931880	That's a one.
931880	933200	Ooh, he found a loophole.
933440	934800	I'm gonna use my luck.
934800	937160	He can make it a one?
937160	938000	Yeah.
938000	938820	Boom.
938820	939660	Luck spent.
939660	940480	Ooh, I like it.
940480	942280	You only have half a luck, take mine.
943360	945840	Vincent grabs half of a luck,
945840	949200	forms it with his own half luck, spins it to...
949200	952400	You almost fall head first into a closet, but then...
952400	957320	Look at this industrial strength rope with climbing gear.
957320	959600	Yeah, with a crit success,
959600	961280	you just find like a fireman's ladder
961320	964080	that's used for exactly this purpose.
964080	965240	Yeah, it's in the closet.
965240	966640	It's just in the back of the closet.
966640	967480	You move some stuff out of the way.
967480	968480	You have to clown fireman's ladder
968480	970440	so it's shoved in there, but when you get it out.
970440	972240	It goes to the ground, there's a hole in the ground.
972240	974900	Yeah, because ladders are easier to go down than stairs.
974900	976120	Everybody knows that.
977000	979360	Right, less dangerous, more stable.
979360	981280	Oh, you guys don't have to roll for a fireman's ladder.
981280	985560	He does the, he presses the extendo release button
985560	988040	on the fireman's ladder and it just shoots down
988040	989880	to the bottom and I look at Mead Hook
989880	991400	and say, get scuttling, kid.
991400	992800	I scuttle.
992800	995200	When I's told to scuttle, I scuttle.
996760	999680	A tear forms in Jimmy's eyes and he's like,
999680	1001200	he didn't say shimmy.
1003480	1006840	I need everyone shimmying down to roll.
1006840	1007960	I'm taking the stairs.
1007960	1009680	Alertness or dexterity.
1009680	1012600	And if you're taking the stairs, do the same.
1012600	1015880	Just an eight, a definite success.
1015880	1016720	Success in here.
1016720	1019440	Finally able to go up and or down.
1020440	1022360	Something fashion to do just that.
1023920	1025880	We get to use your hands and your feet on this one,
1025880	1026720	so it's easier.
1028080	1030400	I pass my scuttle.
1030400	1031600	Scuttle.
1031600	1035300	I pass my stairs, but I fail my alertness,
1035300	1037040	which makes sense because I'm the only one
1037040	1038720	going down the stairwell.
1038720	1039560	I failed.
1039560	1040400	Dead silent.
1040400	1041640	Oh, I didn't roll alertness.
1044240	1045080	Fail alert.
1045080	1045920	Not alert.
1047360	1049960	I'm focusing on safely scuttling.
1049960	1051320	I pass alertness.
1051320	1054180	Okay, as the four of you are heading down
1054180	1056620	to the base of the zeitgeist,
1056620	1060000	Jimmy Corrigan and the stairs all alone meet Hook
1060000	1062720	and Vincent D'Bori focusing deeply
1062720	1064800	on making their way down the pole.
1064800	1065800	Scuttle, scuttle, scuttle.
1065800	1070800	And Shelly St. Blythe, who is lively going down
1071440	1073880	and you notice that there's a window actually
1073920	1076320	out this side, just like a thin window
1076320	1077680	going all the way down.
1077680	1080560	So you've got a clear view as you head down
1080560	1083740	this fireman's pole for not a single fireman in sight.
1083740	1086560	And you see this woman just shaking,
1086560	1088800	her hands covered in blood,
1088800	1092160	and she kicks the body of Dr. Brock Hargrave
1092160	1095240	into one of the holes and begins covering it
1095240	1097400	with the mound of dirt that's next to it
1097400	1098800	as fast as she can.
1098800	1100520	Wait, we'll help you.
1100520	1101760	We saw everything.
1101760	1102600	What?
1102600	1103440	You're all right.
1103960	1106120	Oh shit, oh shit, oh shit, oh shit, shit, shit, shit, shit.
1106120	1107360	No, no, no, no, no, no, no, no, no, no.
1107360	1108220	No one could have seen that.
1108220	1109060	No one could have known.
1109060	1109880	We're the good guys.
1109880	1111480	Who the fuck are you?
1111480	1112520	My name's Brandy.
1112520	1113620	You're a fine girl.
1113620	1116120	If you were worried about being incriminated,
1116120	1117880	now I got more information.
1120800	1122040	Shit, shit, shit, shit, shit.
1122040	1123120	Brandy, it's okay.
1123120	1125800	I'm just trying to teach you a little bit about the world
1125800	1127800	as my dads did for me.
1127800	1130440	Brandy, how'd this guy find you?
1130440	1134160	We were just, we were just at a bar.
1134160	1137680	Oh shit, shit, shit, where, where's, where's.
1137680	1139400	Which bar did he find you at?
1141120	1141960	The Iliad.
1142880	1145560	Fuck, fuck, where's Brandon?
1145560	1146480	Where's Brandon?
1146480	1148000	Jimmy sighs deeply and he's like,
1148000	1149960	your boyfriend's name is Brandon.
1151480	1152880	Oh shit, my name's Brandy.
1152880	1154920	Okay, I see, I hear it now.
1154920	1156840	You never heard it before?
1156840	1158720	Nobody ever thought that was weird?
1159720	1161280	You're just now getting this.
1161280	1164040	I didn't, no, it's not the time.
1164040	1166040	It's not the time, but I also wanna say,
1166040	1167400	Brandy, we don't know for sure
1167400	1168840	that if you hadn't gutted that man,
1168840	1171920	we couldn't have gotten Brandon safely out of there.
1171920	1172960	Out of where?
1172960	1175400	Yeah, he's in his stomach.
1175400	1176960	We might as well try.
1176960	1179880	And he brushes away some of the dirt
1179880	1182600	and tries to open the stomach.
1182600	1184280	Do you hop down into the?
1184280	1185440	No, I peer in.
1185440	1187160	Okay, so you're gonna have to like lay down
1187160	1188360	on the ground to like. Sure.
1188880	1189920	Okay, so you lay down on the ground
1189920	1193880	with your arms outstretched down to the bottom of this pit.
1193880	1197440	You're like pulling at the wound?
1197440	1201320	Yeah, at the wound, I guess, yeah.
1201320	1205160	Or like trying to, did I see him belly button pull?
1205160	1208200	I mean, now there's a gash there
1208200	1210520	where she stabbed him with the shovel.
1210520	1211880	So it's really easy to do now.
1211880	1213960	Yeah, I use that opening.
1213960	1217240	Roll grip, because that's fucking gross.
1217240	1218080	It is.
1219920	1221920	40 on a 40.
1221920	1222760	Damn.
1222760	1226160	With his success, you lose no grip on reality
1226160	1228400	as you have done this kind of shit before.
1228400	1233400	And everyone kind of notices the like steady sure hand
1233960	1238440	that Vincentibori is taking as he pulls apart the abdomen
1238440	1241760	of Dr. Brock Hargrave inside of this pit.
1241760	1243360	I worked at the old man's meat shop.
1243360	1246680	I done it a hundred times, except on like animals, but.
1246960	1248640	Intestines begin falling out.
1248640	1252320	Blood is just covering your hands now, Vincenti.
1252320	1256680	And you see there's a kidney's spleen.
1256680	1261080	It's just like all just in your hands as you're reaching in.
1261080	1264200	Yeah, there's no, there's no Brandon in here.
1264200	1265040	What?
1265040	1267880	She just throws up all over the ground.
1267880	1271640	I thought he was just there.
1271640	1272480	Starts crying.
1272480	1273320	It's okay, Brandon.
1273320	1275120	You kind of fucked this whole thing up for us, Brandy.
1275520	1277800	I'm gonna touch her hair to calm her.
1279000	1279840	It's okay.
1279840	1281480	I seen people do this.
1286120	1287960	Hey doctor, do you know anything
1287960	1289440	about what's in that syringe?
1289440	1290360	I'm almost there.
1290360	1291200	Give me a moment.
1292960	1294960	He's coming down the last few rungs.
1294960	1295800	What did I miss?
1295800	1296640	What did I miss?
1296640	1297680	Oh, doc.
1297680	1298720	Vincenti.
1298720	1300240	They're not in his intestines.
1300240	1301920	Eviscerated somebody.
1303080	1303920	I see.
1303920	1304760	It's okay though.
1304760	1306240	He went to work in his old man's meat shop.
1306240	1307200	I guess the intestines
1307200	1308160	were already out. I did.
1308160	1309920	So there was that.
1309920	1313320	And I suppose you did not find the man inside there.
1313320	1315600	No, Brandon, this is Brandy.
1315600	1316640	Hey Brandy.
1316640	1318400	And her boyfriend's name was Brandon.
1318400	1319800	Yee-hoo!
1319800	1321440	Brandy and Brandon, huh, yes.
1321440	1323520	We all saw him go in there though.
1323520	1326520	There's gotta be a trap door to this belly or something.
1326520	1328720	I do wanna pick up that syringe and take a look at it.
1328720	1330400	I've got 40 forensics.
1330400	1332080	Is that something that would cover?
1332080	1334000	It wouldn't, no.
1334000	1335520	I've also got, oh no, I don't have-
1335520	1336800	Oh, I have pharmacy.
1336800	1337640	Yeah.
1337640	1339400	Pharmacy will do it.
1339400	1340960	Hold on.
1340960	1344600	I've seen a syringe or two in my day.
1347840	1349160	Let me take a look-see.
1349160	1350880	Thank you, laughter.
1350880	1351960	That's a 17.
1351960	1352800	That'll do.
1352800	1354360	Ooh.
1354360	1355440	What does that mean?
1355440	1357160	What's in the syringe?
1357160	1360640	You kind of squirt some out the tip of the syringe
1360640	1363640	and smell it and you know that it is
1363640	1368640	some sort of a tranquilizer, like a horse tranquilizer,
1368920	1371680	some like ketamine adjacent.
1371680	1373520	So nothing supernatural.
1373520	1374360	No.
1374360	1376400	Hey, Rowan, are you still up in that tower?
1376400	1377240	Yes, I am.
1377240	1378240	Thank you for asking.
1378240	1381680	God, why are you just the worst?
1382800	1383960	So unambitious.
1383960	1386800	Do you know anything about what's happening here?
1386800	1389480	Rowan is just shaking their head vigorously,
1389480	1391400	just back and forth.
1391400	1394040	No, no, no.
1394040	1396440	We could put it in him and see what it does
1396440	1397840	and then he won't talk anymore.
1397840	1398680	No.
1398680	1403240	And you see that the face of Rowan kind of disappears
1403240	1404720	as they walk backwards.
1404720	1408080	Once you say an idea, we gotta do it.
1408080	1413080	She shoves the needle in her hand, broken or not,
1413360	1414360	into his arm.
1414360	1415760	As he slides down the pole.
1416840	1421160	Rowan walks up to the group and you shove the syringe
1421160	1424200	into their arm and they're just like completely
1424200	1425600	not ready for it.
1425600	1427120	Completely caught off guard.
1427120	1427960	It's all right.
1427960	1428800	It's all right.
1433800	1436960	I'm a raptor.
1436960	1437840	Nobody panic.
1437840	1439800	I don't think they're actually a raptor.
1439800	1441000	I feel like a raptor.
1442520	1443360	Okay.
1443360	1446560	And Rowan is just like laughing, giggling,
1446560	1450840	and then they just kind of go quiet, staring at the ground.
1450840	1452520	I think he's just regular high.
1453720	1455000	This is a Christian podcast,
1455000	1456040	so we don't know what that's like.
1456040	1459120	So you imagine you're a dinosaur, right?
1459120	1462160	No, I mean, the only time I've done ketamine, the...
1462160	1467160	You were a raptor?
1467440	1469960	One of the people in the room thought he was a raptor,
1469960	1472040	started jumping up on all the furniture
1472040	1474920	with a couple of claws out, just kind of being a goober.
1474920	1476520	That didn't have anything to do with the ketamine.
1476520	1478720	That guy was probably just a raptor.
1478720	1482400	With my arms, it's still inside Dr. Prock.
1482400	1485520	So what the fuck do we do now?
1485520	1486360	Well.
1486360	1487640	This was the guy we were looking for.
1487640	1491880	I mean, I guess we could just tell Ruth Moses Esther
1491880	1492720	that we found him.
1492720	1494800	It seems like mission accomplished, yes.
1494800	1496320	I'm gonna give her a call.
1496320	1497960	Oh, I don't have a cell phone, though.
1497960	1500640	I like, yeah, I like kind of like nod my head to-
1500640	1502520	Turn your head to the side like you just did.
1502520	1505640	Yeah, nod my head to like where my back pocket,
1505640	1506480	where my cell phone is.
1506480	1507840	That's weird.
1507840	1512840	I'm laying down on the ground with blood all over my hands.
1513680	1515040	I grab the phone.
1515040	1516600	I give her a ring.
1516600	1519400	Ring, ring, ring, ring.
1519400	1521080	Vincenzi, Vincenzi, what's going on?
1521080	1526080	Hello, it is me, Meat Hook, on the telephone.
1526680	1527520	Yeah, yeah, yeah, yeah.
1527520	1528920	Great phone etiquette, kid.
1528920	1531360	Yeah, so Meat Hook, is Vincenzi okay?
1531360	1532200	Is everyone okay?
1532200	1533280	Have you figured it out?
1533280	1535160	Have you found Dr. Prock?
1535160	1536800	We found him.
1536800	1539520	Everyone is not okay.
1539520	1544520	Dr. Hargrave's guts are outside his body.
1544560	1548840	And, well, do you know anything about supernaturally
1548840	1551720	putting people inside yourself?
1551720	1555440	No, did you see anything like that occur?
1555440	1559960	Or I assume that you could get inside.
1559960	1560800	Do you know how it's done?
1560800	1561960	Do you know how it's done?
1561960	1562800	Did he tell you?
1562800	1564600	Well, we can't get any information
1564640	1567960	because he was murdered before we arrived here.
1567960	1570120	Hold on, let me check his pulse.
1570120	1574320	And I just kind of, don't move my hand for a little bit.
1574320	1576880	Is there, do I feel a pulse?
1576880	1580840	The blood has stopped like splooshing
1580840	1582680	like at a heartbeats rate.
1582680	1586400	Yeah, no, we can't ask him anything right now.
1586400	1588720	He's dead, he's dead, he's dead.
1588720	1590560	So how, did you take him out?
1590560	1592160	We met someone named Brandy.
1592160	1594480	She's wearing club wear.
1594480	1597520	And she's just, it was kind of self-defense.
1597520	1598520	Brandy, are you there?
1598520	1600360	Let me give her the phone.
1600360	1601200	Oh shit.
1603200	1605000	Cool, I enjoy talking to your own NBC.
1607400	1608240	I like that he paused.
1608240	1611040	So you wanted to rip off comedy bang bang, right?
1611040	1613240	Until, all until you.
1613240	1614280	Completely forgot.
1614280	1616200	He paused to wait for a response.
1616200	1617040	Was the deal.
1617040	1618360	I would have to answer that.
1618360	1622360	Let's see how it's done.
1624800	1627600	Did you see anything strange or out of the ordinary
1627600	1628720	throughout the process?
1632680	1634080	She's useless, take her out.
1636400	1638760	Like that's why they call it a handler.
1638760	1640160	Take her out, out.
1640160	1642800	Yeah, casualties are acceptable on this mission.
1642800	1644320	If I didn't tell you that before,
1644320	1646080	I think you should know by now.
1646120	1650120	Hey, Meat Hook, I think it's time you prove yourself.
1650120	1652080	No, I don't want to kill her.
1652080	1653440	Good, you proved yourself.
1655640	1658600	Ruth, how should we proceed?
1658600	1660480	I mean, we found the target.
1660480	1662760	I guess you bring her back here, I guess.
1662760	1666440	And did you learn what he was trying to figure out?
1666440	1667280	No.
1667280	1669480	Shelly kind of walks up.
1669480	1671960	Does lost in the fungus mean anything to you?
1671960	1673280	To the fungus.
1673280	1676400	I mean, yeah, I've heard people going missing,
1676400	1679800	people talk about people getting lost in the fungus.
1679800	1680640	Disappear.
1680640	1682000	That's just an expression?
1684400	1685880	It's common between the cowboys.
1685880	1689280	It's an old city expression, yeah.
1689280	1692640	Lazarus, you seem a bit agitated.
1692640	1693720	You seem a bit agitated.
1693720	1695520	No, everything is so clear now.
1695520	1699400	You seem a bit more manic than when we last spoke.
1699400	1700680	Manic because I'm on the right path
1700680	1701960	doing all the right things.
1702440	1705800	Is this the path that our mutual friends have set you on
1705800	1708040	or is this a path of self-discovery?
1708040	1709000	What's the difference?
1709000	1711680	You take your directions from me
1711680	1714120	because I am the handler, I'm in charge.
1714120	1716320	It's possible she's become a raptor,
1716320	1717600	if you know what I mean.
1717600	1719880	I'm getting big raptor energy here.
1720720	1722480	Hey, we never asked and we should have.
1722480	1725760	Why did your place reek of cat piss when there were no cats?
1725760	1727960	I've been trying to, I've been having to stay up,
1727960	1730920	I've been having to stay up to take care of this mission.
1730920	1732800	What does that have to do with cat piss?
1732800	1736440	Oh, you've been buying from the strummers.
1736440	1737840	Or producing.
1737840	1741880	Okay, okay, oh, oh, oh, I'm all high and mighty.
1741880	1743720	I've never done anything weird or bad
1743720	1746240	that the dare officer would disapprove of in my life.
1746240	1748600	I'm a fucking piece of shit square.
1748600	1751680	Okay, like that's, we got to do with the things
1751680	1753960	that the commission makes us have to do
1753960	1756600	because I had to stay awake and I had to find the numbers
1756600	1760200	and I had to figure it out and it's 836, 836.
1760200	1763000	It's around holy cow farms and it's, yeah, yeah, yeah.
1763000	1766320	Hey, 836, we found holes that say that.
1766320	1768840	I don't know if we should give her any more information.
1768840	1770800	Yes, I feel that she may be compromised.
1770800	1773640	That's what time we were supposed to meet.
1773640	1775160	At the Bible study.
1775160	1776000	Yeah, yeah, yeah, yeah.
1776000	1777320	Holy shit.
1777320	1778360	That's right, that's right.
1778360	1780240	That's some fucking good note taking.
1781600	1784760	Hey, this is something that's not come up as players ever.
1784760	1788720	What do you do when your Delta Green handler is insane?
1789240	1790080	Who do you call?
1792120	1794560	I mean, not the obvious answer to that question.
1794560	1796720	Yeah, just the cops.
1798560	1799880	The cops.
1801840	1803080	I don't know what to do.
1803080	1805160	Meat Hook, could you take her off speakerphone
1805160	1806560	for just a second?
1806560	1807400	Yeah.
1807400	1808960	Don't take me off speakerphone.
1808960	1812520	I'm sorry, Lazarus, Ruth, we need to have a sidebar.
1812520	1813840	I already hung up on her.
1813840	1817200	So I think we got to, I get up off the ground.
