start	end	text
186720	191720	Ahem, Merriam-Webster defines a segue as
191720	195940	a transition made without pause or interruption.
195940	199680	And don't mind if I do because it's time for the news.
199680	203840	Last week here at 694.2 PTBP,
203840	208060	we released our second of two season one wrap up episodes
208060	211240	wherein we finished answering every single question
211240	215840	sent in by you, our lewd and lovely listeners.
215840	217860	But this week is going to be the start
217860	220960	of something new and horrible.
220960	225960	I am pleased to announce the coming of a guest handler.
226000	230520	After all, guests should be taken care of,
230520	234800	especially when they are named David Winters.
234800	238240	And Wolf does not simply introduce a new friend
238240	243240	without also introducing a brand spanking new tune.
243300	248300	So swallow your spit and prepare you for something scary.
248520	252580	This one is Brat Pit with Miss Merri.
252580	256580	["I Gotta Work In The Morning"]
282580	287580	What's up everybody, it's Zach.
300140	303340	I am here with Pretending To Be People.
303340	305820	We are starting a new one shot.
305820	310200	We are playing a scenario of a little game
310200	315200	called Delta Green and we are here with a guest handler.
315360	317560	That's right, we are here with a guest handler.
317560	322560	He is the rules lawyer on the Glass Cannon Network's
322560	325760	Androids and Aliens, a Starfinder podcast.
325760	330760	He is the dungeon master of New Game Who Dis,
331120	334940	Dungeon Crawl Classics on the Glass Cannon Network.
334940	339940	He is David Winters.
340240	341080	Hello, David.
341080	344200	Hello, hello, thank you for having me.
344200	345180	Thanks for coming on, man.
345180	346760	We're really looking forward to having you here.
346760	349060	We are really excited because for the first time
349060	351720	in our podcast history, we will be playing Delta Green.
351720	352560	Yeah.
352560	356960	Oh, funny how that happens, finally.
356960	359040	We're gonna see if we like it.
359040	360600	Yeah, we thought we'd try it out.
360600	365120	So it's up to you to convince us to enjoy this game.
366240	368480	That's not too much on your shoulders there, is it David?
368480	370960	No, not at all, but like I said pre-show,
370960	373140	I don't plan on there being much rules lawyering
373140	375080	from my direction at least
375080	377100	because I don't know the rules either.
377100	378220	So we're all just gonna.
378220	379540	Perfect.
379540	381160	Well, I think we're just gonna make this up as we go.
381160	383960	To at least one or two episodes of our show before this.
383960	386480	So you know what you're walking into.
386480	388280	More than one or two episodes.
388280	390520	I've made it kind of past the point of no return
390520	391360	on your show.
391360	395680	And in fact, your show is actually the only actual play show
395680	398140	outside of the GCN shows that I listened to.
398700	400300	Hell yeah, dude.
400300	402540	Yeah, this was a great connection.
402540	403920	And so when you pinged me and you're like,
403920	405020	hey, we should do this.
405020	405980	I was like, hell yeah.
405980	408080	Cause for the most part, when people ping me,
408080	409380	I say, hell no.
410420	413220	Very, very happy to be here.
413220	414040	We're glad you're here.
414040	415300	Yeah, this is exciting.
415300	416780	For those of you who are listening,
416780	418460	who don't know who we are,
418460	421500	if you came for David Winters,
422500	423700	we're just gonna let that one slide.
423700	426580	Okay, and then you don't know who we are.
426580	427940	And I'm Zach.
428700	432100	I am the normal handler of pretending to be people.
432100	436420	And I am here with three of my best friends
436420	438020	in the whole world,
438020	441940	who I get to spend time with role-playing, yay.
441940	442860	I'm Joe.
442860	443700	There it is.
443700	445040	Yeah, I'm Luke.
445040	446720	I'm like the serious one.
446720	447780	Yup.
447780	450040	The rules kind of pushing everybody through.
450040	450880	Yeah.
450880	451700	Good things.
451700	452540	Get that plot moving.
452540	453380	Flowing, you know.
453380	454220	Yeah, yeah, yeah.
454220	455040	I'm Thomas, I'm the dumb one.
455280	459160	We've all found our niche.
459160	462120	David, do you wanna tell us what scenario we're playing?
462120	462960	No.
462960	463780	Okay, sounds good.
463780	466280	And so we're playing a Delta Green scenario
468360	471400	that you'll find out what it is later.
473480	474920	No, I'll tell you, I'll tell you.
474920	478380	But you guys can't go researching this in between shows.
478380	479220	Research?
479220	481080	So that's, yeah, well, sorry.
481080	483560	That's really only a risk for like,
483560	485640	yeah, one of us, maybe.
487560	488400	Reading?
488400	489220	That's fair.
489220	490480	That's a very, very fair point.
490480	493400	I guess maybe I'm giving a little bit too much credit.
493400	496800	But Zach and I actually went through several iterations
496800	499240	of possible scenarios until we finally found one
499240	502680	that he was not familiar with in at least some capacity.
502680	505840	And at least according to him, the rest of you all,
505840	507680	you know, you said you can just run whatever.
507680	508920	They don't really research.
508920	512140	If Zach doesn't know it, there is no way that I know it.
512140	513080	Exactly.
513440	516360	He was very demeaning when it came to
516360	518160	describing your level of familiarity
518160	519200	with Delta Green scenarios.
519200	520560	But that's neither here nor there.
520560	522680	Speaking truth with love.
522680	527560	Well, I mean, you dove so into Delta Green
527560	530280	when we first started, you read all these scenarios
530280	532300	and you're like, I'm not gonna run any of them.
532300	535060	I'm immediately gonna start writing my own cool shit.
535060	538000	And so you ran us through that at home for a couple of years
538000	539720	and then we started recording that.
539720	543400	But yeah, basically we never wanted to spoil the surprise.
543400	544280	Which was rad.
544280	546880	We're all in it for the surprise, yeah.
546880	548200	Yeah, totally.
548200	551620	And you wrote a great 40 episode story.
554000	558160	I did, I wrote a great 40 episode story for season one.
558160	559240	113 episodes.
560820	563600	And so if you haven't checked this out, you can go back.
563600	568600	We have 113 episode long season one
568660	570760	that tells one continuous story
570760	573160	of a small town called Contention.
573160	577360	And then we also have one other short little game,
577360	579280	a little bonus in which we play
579280	582120	Call of Cthulhu's Bleak Prospect.
582120	585280	And we actually had the author run that game for us.
585280	588680	So Scott Dorward, the guy who wrote Bleak Prospect
588680	590700	came on and ran us through Bleak Prospect,
590700	592240	which was an excellent time,
592240	594280	which also tied into Glass Cannon
594280	598120	cause they ended up running Bleak Prospect as well
598520	599360	on new game Houdis.
599360	601240	So it was really fun hearing another group
601240	604960	play through a scenario in a completely different way.
604960	607360	They played it way different than we played it.
608960	611420	Oh, did Scott run you through that one?
611420	614520	Oh, no, they had their DM, their GM, Troy.
614520	615360	I'm totally kidding.
615360	616440	Oh.
616440	617360	I'm being caddies.
617360	618360	Oh, oh, oh.
624120	627420	Well, speaking of Call of Cthulhu though,
627580	629220	getting back to your original question,
629220	630460	what we're gonna be running through
630460	632900	is actually from the original source book
632900	635060	that came out in the mid nineties
635060	637460	before Delta Green was even a system.
637460	638620	You know, the original source book
638620	641260	to basically modernize Call of Cthulhu.
641260	643780	And this came out in the mid nineties, I think.
643780	646020	So this scenario actually takes place even before that.
646020	648060	We're in like the early nineties
648060	650060	and the scenario is called Convergence
650060	653260	and it takes place in a little town in Tennessee.
653260	655060	But the great thing about this though.
655060	656660	Shit, we actually all read that one.
656740	658060	Yeah, we're very familiar with this.
658060	660180	Oh, fuck dude.
660180	661580	Oh, shit.
662500	663340	Oops.
663340	664160	Convergence, contention.
664160	666340	It's basically a one-to-one rip off.
666340	669740	I'm a tenofile, so anything related to the state.
670740	672540	This is part of being professionals though,
672540	676720	is really just walling that off and playing it fresh.
676720	679540	And I know you're capable of it,
679540	681260	but no, I was gonna say,
681260	684060	Shane Ivey actually was really generous in this case
684060	685940	because they just ran their Kickstarter
685940	689120	for the next dozen Delta Green books that are coming out.
689120	691740	This is being reprinted in one of those early books.
691740	693180	This is one of the lowest stretch goals.
693180	695140	It was like their $70,000 stretch goal.
695140	697320	And he was nice enough to send over the draft
697320	699860	of the new version of it this week.
699860	700700	Cool.
700700	701520	Very cool.
701520	702540	You hear that listeners?
702540	704820	Yeah, that's what we're rolling with today.
704820	705660	I dig it.
705660	706480	Shall we?
706480	707320	Let's do it.
707320	708220	I think we shall.
708220	709720	Yeah, we actually have to play a game.
709720	712940	It's just not an hour of banter per episode.
712940	715060	I think that we're all much more comfortable
715060	716860	once we start playing the game.
716860	717700	Yeah.
717700	722700	It works the opposite of a lot of GCN shows
722700	724180	where we don't want to play the game,
724180	726700	do everything we can to actively avoid it.
726700	729020	We're really stressed out just talking to each other
729020	731060	and we're like, can I please be someone else?
731060	732980	Yeah, I want to hide in my character for a while.
732980	735620	Thanks to Christian to be a person.
735620	737120	That's the name of the show.
737120	737960	Nailed it.
737960	739400	I guess let me set the scene then.
739400	740240	Okey-dokey.
740240	741060	Oh, please.
741060	743120	I already told you basically the timeframe.
743120	745060	We're talking the early 1990s.
745060	746120	That's when I was born.
746120	746960	Me too.
746960	747800	In the early 1990s?
747800	749720	Yeah, me and Luke were both born in the early 1990s.
749720	750560	Great.
750560	752560	There'll be all sorts of cultural and technological stuff
752560	754960	that you have absolutely no frame of reference for
754960	756760	for this scenario, which will be fantastic.
756760	757600	Perfect.
757600	759920	Joe and I were born in 89, so we'll be all over it.
759920	760760	Yeah.
760760	762440	We'll flip you guys through this.
762440	764420	Don't worry about it.
764420	765260	We'll follow your lead.
765260	768560	You got a couple of old heads with you, so it'll be fun.
768560	770640	Let's imagine the scene initially.
770640	773360	It is a nondescript office building,
773360	775640	a low rise kind of in the outskirts
775640	778320	of a modestly sized Southern city.
778320	780000	And I already kind of said which state.
780000	781960	We're talking Tennessee.
781960	785260	Zoom in to the building and there's a long conference room,
785260	787720	presumably the largest conference room in the building.
787720	790320	It looks as almost if two walls had been knocked down
790320	792500	and two conference rooms are joined together.
792500	794440	There's a comedically long table
794440	795720	in the middle of this conference room
795720	798520	with about three dozen spinning office chairs.
798760	802560	Those kind of chairs that try to be comfy and soft
802560	805480	are made out of that like shitty fake leather.
805480	808100	And the table is that weird wood
808100	810280	that doesn't quite look like wood.
810280	813920	And the walls, that old fashioned wooden paneling,
813920	815880	the colors match a little bit too much.
815880	818840	It's if anything, a bit unsettling to you.
818840	821600	At one far end of the room, there's a large crest.
821600	822920	It's an FBI logo.
822920	824480	Now the other end of the room
824480	826900	is a pulled down projector screen.
826900	830020	And one of those overhead projectors,
830020	831940	which will be our first technological reference
831940	833380	for those of you who...
833380	835420	So you put a transparency on those
835420	838940	and it shines a light upward and out toward the wall
838940	841220	so you can blow up images and show them to a room.
841220	843620	And this real hot air blows out of it
843620	846580	and it makes this like strange but comforting smell
846580	847820	and you get real sleepy.
847820	850940	I have a memory from when I was like in the womb
850940	853300	of one of those being around me.
853300	855740	My dad was a youth minister when I was growing up
855740	858700	and he would use them to put on song lyrics
858700	861000	for people to sing along for the worship times.
861000	864540	And he would do such parody covers of popular songs
864540	867260	as eight days a week.
867260	869740	Ooh, I need your love, God.
869740	870860	Eight days a week.
872280	873940	Pretty good stuff.
873940	874780	Wow.
874780	876380	Hey, God.
878180	879940	You'll find it's like peeling an onion
879940	881460	with absolutely all of us.
884160	885420	Just a couple of shreks.
885940	888460	And all it took was a reference to an overhead projector
888460	889300	and we got...
889300	891700	And we got completely derailed.
891700	893020	That's fine.
893020	895900	The initial scene setting is over.
895900	896740	No, just kidding.
896740	898060	One last thing about the overhead projector.
898060	901580	If you looked right in the, like the bulb, you were fucked.
901580	902540	Oh yeah.
902540	904380	This is an oversized one
904380	906540	because this is a very large screen it's projecting to.
906540	908840	It's so big that that bulb is still on
908840	909980	from the previous meeting
909980	912400	and you can feel the heat radiating across the room.
912400	913700	It's almost like a space heater.
913700	914820	It's so hot.
915340	918460	It's mid September, middle of the afternoon.
918460	920820	You see beams of light slipping in from the outside
920820	924260	through those slightly ajar hanging kind of floppy curtains
924260	926500	that you open and close with the chain.
926500	927580	It's an old building.
927580	929380	You see little specks of dust in the air
929380	932120	as you just trail off staring at the specks of dust
932120	933740	almost in a trance.
933740	935020	Then suddenly you remember
935020	936660	you're not the only one in this room.
936660	938940	You look around and there's four people
938940	942620	seated around the comedically large conference room table.
942620	944060	And it's the four of you.
944060	945180	Tell me what you see.
945180	946300	Tell me who you are.
946300	949380	This is the opportune time for character introductions.
949380	950900	So let's see.
950900	953900	Who should I cold call on first?
953900	955420	Luke, you're not paying attention.
955420	959260	I saw you looking away from me.
959260	961380	I was looking at my character sheet
961380	963840	hoping that you wouldn't call on me.
963840	964680	Yep, sorry.
964680	966140	I'm calling on you first.
966140	969100	Luke, what do people see in front of them?
969100	973500	Tanner Tan, Daniel Dan Lewd Hyde.
976060	979580	A 38 year old man, kind of thinning hair,
979580	984200	small sunglasses, not quite matrix style,
984200	988180	but like Walmart matrix sunglasses.
988180	993180	He has some like tribal tattoos on his arm.
993740	995360	Doesn't really look like the kind of guy
995360	998340	that would get tattoos, but one arm is just covered in them.
998420	1000880	In the early nineties, that's still really cool.
1002880	1004180	That would be very unique.
1006220	1008840	Yeah, he's just sitting there kind of looking around
1008840	1011140	pretty nervous actually.
1011140	1014820	He has only really been around this just a small amount
1014820	1016720	and he's not sure what to expect.
1016720	1017700	Hi.
1017700	1018540	Joe, you go.
1018540	1021740	Harlan Nash is sitting there next to you.
1021740	1023900	He's got curly black hair.
1023900	1026740	He's got an eye that's kind of has a mind of its own.
1027260	1030260	It's sort of lazy, but it's also kind of there.
1030260	1031340	It can look at you,
1031340	1035580	but it's sometimes just looking past you a little bit.
1035580	1038160	And he's wearing a black polo
1038160	1042160	that's tucked into some cargo pants, lots of pockets.
1042160	1044180	He looks kind of like he was lost in his own world
1044180	1045300	and he hears you say, hey,
1045300	1048100	and he kind of turns back to you.
1049020	1051520	Oh, hello there.
1051520	1053300	I guess we're gonna be working together.
1053300	1054140	I guess so.
1055340	1056220	Who are you?
1056220	1057060	Go for it Zach.
1057060	1060100	Tanner turns to a 63 year old woman
1060100	1065100	who wears every single year in the wrinkles on her face.
1065100	1067480	She has white hair and it's short cropped.
1067480	1071240	It's in like a flat top on top of her head,
1071240	1075860	very shaved close on the sides, very, very flat on top.
1075860	1078100	She's wearing a sleeveless blouse.
1078100	1080940	She has tattoos all over her arms
1080940	1085220	and the tattoos are the chemical compounds
1085260	1087100	of different substances.
1087100	1091980	And she also has just like a skull smoking a joint
1091980	1096340	and there's a coffee pot on her forearm.
1096340	1099580	And she's just got a bunch of different stuff.
1099580	1101780	She's got a tattoo on the back of her neck
1101780	1103300	that just says crystal.
1103300	1105940	She's a very intense looking person.
1105940	1109140	She's wearing platform Doc Martens
1109140	1112540	and that makes her probably like 5'11
1112540	1114740	in those platform boots there.
1115100	1118300	She's got a purse that's doubling as a backpack around her.
1118300	1121020	And as we zoom in on her eyes,
1121020	1123280	we see that they turn back time
1123280	1125320	and she's quite a bit younger.
1125320	1129820	And then we zoom out and we see a team of people
1129820	1131220	and she's wearing a helmet.
1131220	1133020	She's got dog tags around her neck.
1133020	1134700	She has an assault rifle in her hand.
1134700	1136560	It's got a holographic sight.
1136560	1139460	It has targeting lasers and sound suppressors.
1139460	1142280	She has six spare magazines and a chest rig,
1142280	1144340	a medium pistol and a holster,
1144900	1146300	two spare magazines and a chest rig,
1146300	1148740	two frag hand grenades, two smoke grenades,
1148740	1151460	two flash bang stun grenades, a combat knife,
1151460	1154360	flexible cuffs around this tactical body armor.
1154360	1158660	She's wearing a Kevlar helmet and she is ready to go
1158660	1161260	and you see her as she just screams,
1161260	1164020	get down, get down, get down!
1164020	1168240	And then we zoom back out and she's just this old woman
1168240	1172880	in an extremely clean studio apartment.
1173880	1175360	And looking around the apartment,
1175360	1178760	there's a children's drawing that's on the fridge.
1178760	1181640	There's a playpen that's pushed neatly into the corner
1181640	1185160	and the toys have all been collected and put away.
1185160	1188080	And Cindy, Cindy Woodabaga,
1188080	1191960	sits down on the toilet and takes a shit
1191960	1193680	and she pulls out her phone
1193680	1198120	and she Googles her own name, Cindy Woodabaga.
1198160	1203100	And all of these Google results come up of the trial.
1203100	1204280	So this is in the future?
1204280	1206880	Yeah, this is a great way to ensure your character survives
1206880	1209500	by including a moment where she's shitting
1209500	1214500	with a smartphone 25 to 30 years after
1214600	1215840	the setting of our current campaign.
1215840	1218160	No, she is 63 years old in the room.
1218160	1221240	So she's reading a newspaper article while she shits.
1221240	1224760	Oh, right, yeah, she's got a big newspaper
1224760	1227280	in front of her while she's taking a shit.
1227320	1229400	Sorry, ah.
1229400	1231960	And so she's holding this newspaper up
1231960	1235600	and her eyes narrow as she reads this article
1235600	1239920	about Cindy Woodabaga and she was on trial for murder.
1239920	1243240	She was on trial for murdering her husband.
1243240	1248040	The case was thrown out due to some mishandling of evidence.
1248040	1252600	And she finishes up, wipes, and puts the newspaper away
1252600	1254520	and heads off to this meeting.
1254520	1257640	And some fingers kind of snap in front of her eyes
1257640	1261440	and her partner, Jodine, DEA.
1261440	1265400	You're gonna have to excuse my partner, Agent Woodabaga.
1265400	1266220	Woodabaga.
1266220	1271220	Sometimes, you know, her eyes, they seem to turn back time.
1271800	1273880	She gets a little lost in her memories.
1273880	1276640	I assure you, she's a very effective field agent,
1276640	1277800	one of the best we have.
1277800	1281460	I've worked with her for quite a while now.
1282340	1286620	So, Jodine is dressed a lot like Harlan Nash,
1286620	1290820	except he's in a white polo with cargo pants.
1290820	1294600	And he even says, like, I like your polo.
1294600	1295540	Very professional.
1296820	1298220	Thank you.
1298220	1302540	He's 39, but he looks about 45, graying everywhere.
1302540	1305260	It looks like he's recently lost a lot of hair
1305260	1307100	in the last seven or eight months.
1307100	1310140	And he's about 5'5", so you can't really tell
1310140	1311420	when they're sitting at the table,
1312340	1313620	but if they sat up, Cindy Woodabaga
1313620	1315300	would just tower over him.
1315300	1319300	He says, again, I do wanna apologize for my partner.
1319300	1321980	Sometimes she just goes, you know.
1321980	1324620	It's the analytical investigative mind
1324620	1327560	that makes her such an effective crime fighter.
1327560	1331460	And you kinda just gotta roll with these unorthodox methods.
1331460	1333380	What's happening now is that her,
1333380	1335840	she looked, well, don't look too hard,
1335840	1337100	but look into her eyes.
1337100	1340720	Hey, how many of these have you guys been on?
1341580	1343080	This is my first.
1344760	1347060	This is my first in an official capacity.
1347060	1350260	It's, I've been exposed.
1350260	1351100	Me too.
1351900	1352900	What's that mean?
1352900	1353720	Which one?
1353720	1356820	That one, and it's like some chemical compound.
1356820	1357740	It's morphine.
1357740	1359860	That's interesting.
1359860	1364060	This one is Japanese for perseverance.
1364060	1365660	If you knew Japanese, you would know
1365660	1368740	that it's actually a Chinese symbol that says crab.
1368780	1369620	Yeah.
1371460	1372920	Which roughly translates.
1375660	1378140	I wanna play the Cindy scenario, actually.
1378140	1378980	Is that okay?
1378980	1380900	Can we go back to the flashback?
1380900	1381740	Sure.
1381740	1382820	Are you fully prepped there, Zach?
1382820	1383660	Oh yeah.
1383660	1384480	Can you run that?
1384480	1385320	I can roll up a quick character.
1385320	1386660	It did sound like he had enough equipment
1386660	1387820	for the rest of us.
1389100	1392380	She was on the DEA's FAST team,
1392380	1396060	which is the Foreign Deployed Advisory Support Team,
1396060	1399320	which was paramilitary units in far-flung areas
1399320	1402380	of the world where narcotics are grown and processed.
1402380	1405020	But that was a long time ago,
1405020	1409980	and now she is just a desk jockey with Joe Dean here,
1409980	1413700	but they got pulled into Delta Green about,
1413700	1414920	what, six months ago?
1414920	1417080	Yeah, I imagine pretty soon after.
1417080	1419620	Also, if you're new to us,
1419620	1422660	can you tell which one, new listeners, is the DM?
1422780	1423620	Pfft.
1425620	1426460	It's Luke.
1427580	1428420	Yep.
1430220	1432540	All right, so you're all there now.
1432540	1433460	You're in the room.
1433460	1437700	You snapped out of your dust-fueled sunlight trance.
1437700	1439100	This conversation happened.
1439100	1442060	The two of you that know each other, great.
1442060	1444680	You've also met the two new folks that are here as well.
1444680	1447320	Behind your chairs, you all have bags.
1447320	1449060	You just flew in this morning.
1449060	1452660	This is the FBI field office in Memphis, Tennessee,
1452660	1457580	and you were summoned here by an FBI agent, James Derringer.
1457580	1458960	You checked in.
1458960	1461100	This is, again, all pre-9-11, right?
1461100	1463200	So security, pretty lax.
1463200	1465340	You showed up, you flashed some random ID,
1465340	1466580	they give you a visitor badge,
1466580	1469660	and you were just strolling around an FBI field office.
1469660	1471460	And you went to this room,
1471460	1473180	but you've been waiting for a while,
1473180	1475260	and waiting, and waiting, and waiting.
1475260	1477700	And eventually, what seems like could have been
1477700	1480180	over an hour of waiting for this guy,
1480180	1484140	he finally busts into the room in a hurry.
1484140	1487140	You see this man, relatively tall, lean,
1487140	1489340	and with very deep set eyes.
1489340	1493180	And as he walks in, there's just a grimace on his face.
1493180	1497460	Just this almost persistent, I guess,
1497460	1499900	resting bitch face kind of thing going on with him.
1499900	1502580	What's the early 90s turn for resting bitch face?
1502580	1503620	Yeah, that's the problem.
1503620	1506180	I mean, we can't refer to pumpkin spice,
1506180	1508460	he's not sipping a pumpkin spice latte,
1508460	1510380	wearing Uggs or anything else.
1510380	1511220	I mean, they're...
1511220	1513420	He looks like a sour puss.
1513420	1515020	He looks like a sour puss, and he busts in,
1515020	1517660	and he's, oh, agents.
1517660	1519860	Thanks for finally making it.
1519860	1524820	I've got something that I need to keep off the FBI,
1524820	1526180	say, radar for a bit.
1526180	1530340	And I think your unique backgrounds probably can help.
1530340	1532940	Before I get too much into it, let me just show you.
1532940	1535980	So he rolls over a TV on a cart,
1536620	1539340	one of those big CRT, 30-inch TVs
1539340	1542780	that probably weighs 80 pounds back then,
1542780	1544780	cart with a strap over the top,
1544780	1547420	kind of reels that over, there's a VCR.
1547420	1549140	Agent Dean immediately runs over
1549140	1551780	to help him plug in cables.
1551780	1554420	Oh, I always get the yellow video mixed up
1554420	1556700	with the white audio. Channel three, channel three.
1556700	1559980	Oh yeah, Cindy looks over at Tanner and is like,
1559980	1562860	are we gonna watch some Magic School Bus, you think?
1563860	1566140	I don't think we will be.
1566140	1567300	Do you think so?
1567300	1572060	I'll tell you what, this isn't some Magic School Bus.
1572060	1573100	Hits play.
1573100	1576260	Security footage starts playing at a gas station,
1576260	1577100	it looks like.
1577100	1578940	It's just one of those overhead cameras
1578940	1581380	kind of angled at the cashier.
1581380	1583740	And cashier's just there kind of standing,
1583740	1585580	chilling, organizing some stuff.
1585580	1589300	And a young man approaches the counter looking agitated.
1589300	1591260	He says something to the cashier.
1591260	1592780	The cashier says something back.
1593660	1595100	You can't hear anything because there's no audio.
1595100	1597700	This is crappy, low resolution,
1597700	1600220	constantly looping security footage.
1600220	1602740	But he says something and then the cashier just stares
1602740	1603940	at him very blankly,
1603940	1606460	like not quite understanding what he's saying.
1606460	1610500	Then you see the young man wind up with his fist,
1610500	1611740	just like a normal punch,
1611740	1613540	going to punch this guy in the head.
1614780	1617700	He makes contact, but you can see from the impact,
1617700	1619700	the guy's head almost deflates.
1619700	1621980	His skull instantly shatters.
1622020	1624300	And as the punch continues to connect,
1624300	1626420	the head gets knocked cleanly off the body.
1626420	1627260	Holy shit.
1629460	1633100	So skull crushed, head pops off,
1633100	1635660	head hits the back wall, flops down.
1635660	1638180	The body's kind of there stumbling a bit,
1638180	1641740	blood squirting out of the stump, if you will,
1641740	1643460	that is his neck.
1643460	1646980	And then the body just falls and collapses.
1646980	1651900	The young man steps back with a look of shock.
1652820	1653660	And then steps forward,
1653660	1654980	hits some keys on the cash register,
1654980	1658340	pulls out all the cash he can, runs off screen.
1658340	1660060	Then you see him come back into frame,
1660060	1662420	basically as he's walking out of the gas station
1662420	1664220	with a bunch of pill bottles.
1664220	1666940	Money in one hand, pill bottles in his arms,
1666940	1671580	and then rushes off camera, presumably leaving the scene.
1671580	1672580	And that's actually gonna give us
1672580	1674540	our first roll of the evening.
1674540	1678540	Roll me some sanity for that neck you just saw.
1678540	1679980	That was intense.
1679980	1681700	Fail, fail.
1682340	1683180	Pass, 39 on a 40,
1683180	1684900	but Jodine still definitely vomits
1684900	1686420	on the conference room floor.
1687420	1690140	Harlan fails, that's an 82 on a 50.
1690140	1691580	All right, if you pass, it's a zero,
1691580	1695460	but all you failures, one point of sanity damage.
1695460	1698620	So you see this, the tape ends.
1698620	1701620	Agent Derringer sees the vomit on the table.
1701620	1703100	It's like, ah, rookie.
1703100	1705020	I guess we all gotta start somewhere,
1705020	1707220	but we got pulled into this.
1707220	1709420	He held up six gas stations and drugstores
1709420	1710940	in the last two weeks.
1710980	1713380	First here in Tennessee, then he crossed state lines,
1713380	1716620	bringing us into it, into Alabama, then Georgia.
1716620	1719500	We eventually got him, took some bullets,
1719500	1721740	but we managed to get him, and we have him here.
1721740	1723660	He's downstairs and holding.
1723660	1724620	He's alive.
1724620	1725940	He's alive.
1725940	1727780	Took four MP5 bullets.
1728620	1731700	And that slowed him down just enough for us
1731700	1732580	to restrain him.
1732580	1733900	Center mass or?
1733900	1736140	Yes, four center mass bullets.
1736140	1737500	We got him.
1737500	1739380	We got agents downstairs watching him.
1739380	1741260	Let me warn you, first and foremost,
1741260	1742540	not everyone here is your friend.
1742540	1744740	Those agents down there in the room with them,
1744740	1745900	they're not part of this.
1745900	1747900	So be careful what you say in front of them.
1747900	1751740	Two, the reason you're here, this is a drug investigation.
1751740	1755460	The cover story is this kid went on a crime spree
1755460	1757540	because something went south with some drug dealers
1757540	1758780	he was dealing with.
1758780	1762100	He needed to score meds, some money to pay him back.
1762100	1763540	I don't think that's the case,
1763540	1767180	but that's how we can get DEA agents, a marshal,
1767180	1769180	someone who's good at tracking
1769180	1772340	and investigating, ATF agent as well.
1772340	1774580	But the whole point is you're keeping this
1774580	1776260	off the FBI's radar.
1776260	1777820	You've got about a week.
1777820	1779180	Be careful calling me here.
1779180	1781860	If I have anything for you, I will send you a courier.
1781860	1784660	I'll send someone out to you with any message,
1784660	1786420	but we're gonna need a password,
1786420	1788180	a secret phrase, if you will.
1788180	1789540	Any suggestions?
1789540	1791420	Bubble gum tree?
1791420	1792780	Bubble gum tree it is.
1792780	1794260	Yeah, that's strange.
1794260	1795100	ESPN.
1797780	1799620	I just got that.
1799620	1802780	I don't miss much college football anymore.
1802780	1804540	I'll brief you more once we get down there,
1804540	1805980	if you wanna check this guy out.
1805980	1807420	Do you have any questions for me now though,
1807420	1809540	before we go in front of those guards and stuff?
1809540	1810820	Harlan raises his hand.
1810820	1814140	Has anybody seen this footage other than you and us?
1814140	1815340	No.
1815340	1818100	So the agents downstairs, they don't know about
